species_code	authority_ver	taxon_order	category	sci_name	primary_com_name	order1	family_sci_name	bio_concept_code	
littin14	2023	72	subspecies	Crypturellus soui inconspicuus	Little Tinamou (inconspicuus)	Tinamiformes	Tinamidae	0391FCC0	
littin15	2023	73	subspecies	Crypturellus soui albigularis	Little Tinamou (albigularis)	Tinamiformes	Tinamidae	84323CBC	
littin2	2023	60	subspecies	Crypturellus soui meserythrus	Little Tinamou (meserythrus)	Tinamiformes	Tinamidae	59D2770A	
littin4	2023	62	subspecies	Crypturellus soui capnodes	Little Tinamou (capnodes)	Tinamiformes	Tinamidae	DA10CCED	
littin5	2023	63	subspecies	Crypturellus soui poliocephalus	Little Tinamou (poliocephalus)	Tinamiformes	Tinamidae	F3D3BE82	
litgre9	2023	1811	subspecies	Tachybaptus ruficollis philippensis	Little Grebe (philippensis)	Podicipediformes	Podicipedidae	EFCDC835	
littin8	2023	66	subspecies	Crypturellus soui caucae	Little Tinamou (caucae)	Tinamiformes	Tinamidae	3EE54FD3	
littin9	2023	67	subspecies	Crypturellus soui mustelinus	Little Tinamou (mustelinus)	Tinamiformes	Tinamidae	C76340C0	
litwat3	2023	17532	subspecies	Anthochaera chrysoptera halmaturina	Little Wattlebird (halmaturina)	Passeriformes	Meliphagidae	1E7A8A9E	
litwat4	2023	17533	subspecies	Anthochaera chrysoptera tasmanica	Little Wattlebird (tasmanica)	Passeriformes	Meliphagidae	4E7F86DB	
litwoo10	2023	11261	subspecies	Dryobates passerinus olivinus	Little Woodpecker (olivinus)	Piciformes	Picidae	2677423F	
litwoo11	2023	11262	subspecies	Dryobates passerinus taenionotus	Little Woodpecker (taenionotus)	Piciformes	Picidae	52D49B3D	
litwoo12	2023	11263	subspecies	Dryobates passerinus tapajozensis	Little Woodpecker (tapajozensis)	Piciformes	Picidae	1431BD18	
litwoo14	2023	19386	subspecies	Artamus minor derbyi	Little Woodswallow (derbyi)	Passeriformes	Artamidae	AB01C2EC	
litwoo15	2023	19387	subspecies	Artamus minor minor	Little Woodswallow (minor)	Passeriformes	Artamidae	8339590D	
litwoo3	2023	11256	subspecies	Dryobates passerinus fidelis	Little Woodpecker (fidelis)	Piciformes	Picidae	B22789A8	
litwoo6	2023	11257	subspecies	Dryobates passerinus modestus	Little Woodpecker (modestus)	Piciformes	Picidae	536C6AD9	
litwoo7	2023	11258	subspecies	Dryobates passerinus passerinus	Little Woodpecker (passerinus)	Piciformes	Picidae	81D16E22	
litwoo8	2023	11259	subspecies	Dryobates passerinus diversus	Little Woodpecker (diversus)	Piciformes	Picidae	242DCBAF	
litwoo9	2023	11260	subspecies	Dryobates passerinus agilis	Little Woodpecker (agilis)	Piciformes	Picidae	8290664F	
lobgna11	2023	26628	subspecies	Ramphocaenus melanurus trinitatis	Long-billed Gnatwren (trinitatis)	Passeriformes	Polioptilidae	024FF674	
lobgna10	2023	26627	subspecies	Ramphocaenus melanurus pallidus	Long-billed Gnatwren (pallidus)	Passeriformes	Polioptilidae	9A6B8A08	
livfly2	2023	24639	subspecies	Erythrocercus livingstonei thomsoni	Livingstone's Flycatcher (thomsoni)	Passeriformes	Scotocercidae	08DBD244	
livfly4	2023	24641	subspecies	Erythrocercus livingstonei francisi	Livingstone's Flycatcher (francisi)	Passeriformes	Scotocercidae	FDAB0FFE	
livtur2	2023	2975	subspecies	Tauraco livingstonii reichenowi	Livingstone's Turaco (reichenowi)	Musophagiformes	Musophagidae	C306BC0E	
livtur3	2023	2976	subspecies	Tauraco livingstonii cabanisi	Livingstone's Turaco (cabanisi)	Musophagiformes	Musophagidae	4B1250E2	
livtur4	2023	2977	subspecies	Tauraco livingstonii livingstonii	Livingstone's Turaco (livingstonii)	Musophagiformes	Musophagidae	BC5B0E83	
lizbuz2	2023	7894	subspecies	Kaupifalco monogrammicus monogrammicus	Lizard Buzzard (monogrammicus)	Accipitriformes	Accipitridae	A1D83FE8	
lizbuz3	2023	7895	subspecies	Kaupifalco monogrammicus meridionalis	Lizard Buzzard (meridionalis)	Accipitriformes	Accipitridae	4BE00C5C	
lobber3	2023	23551	subspecies	Bernieria madagascariensis incelebris	Long-billed Bernieria (incelebris)	Passeriformes	Bernieridae	96540FA6	
lobcuc3	2023	3301	subspecies	Chrysococcyx megarhynchus sanfordi	Long-billed Cuckoo (sanfordi)	Cuculiformes	Cuculidae	492DFA42	
lobcur1	2023	5989	subspecies	Numenius americanus parvus	Long-billed Curlew (parvus)	Charadriiformes	Scolopacidae	0FEAB03A	
lobcur2	2023	5990	subspecies	Numenius americanus americanus	Long-billed Curlew (americanus)	Charadriiformes	Scolopacidae	9A8EC72F	
livbul5	2023	24297	subspecies	Pycnonotus sinensis formosae	Light-vented Bulbul (formosae)	Passeriformes	Pycnonotidae	04723B1E	
lobpip11	2023	31274	subspecies	Anthus similis asbenaicus	Long-billed Pipit (asbenaicus)	Passeriformes	Motacillidae	9E85F8A9	
lobgna12	2023	26629	subspecies	Ramphocaenus melanurus albiventris	Long-billed Gnatwren (albiventris)	Passeriformes	Polioptilidae	1167157E	
lobpip12	2023	31275	subspecies	Anthus similis jebelmarrae	Long-billed Pipit (jebelmarrae)	Passeriformes	Motacillidae	89D237AE	
lobgna9	2023	26625	subspecies	Ramphocaenus melanurus griseodorsalis	Long-billed Gnatwren (griseodorsalis)	Passeriformes	Polioptilidae	7C4FE348	
loeowl4	2023	9048	subspecies	Asio otus wilsonianus	Long-eared Owl (wilsonianus)	Strigiformes	Strigidae	3A469017	
lobgna7	2023	26623	subspecies	Ramphocaenus melanurus ardeleo	Long-billed Gnatwren (ardeleo)	Passeriformes	Polioptilidae	91DF6422	
lobpip14	2023	31277	subspecies	Anthus similis hararensis	Long-billed Pipit (hararensis)	Passeriformes	Motacillidae	58CCB96B	
lobhon5	2023	17604	subspecies	Melilestes megarhynchus stresemanni	Long-billed Honeyeater (stresemanni)	Passeriformes	Meliphagidae	325138F2	
loeowl3	2023	9047	subspecies	Asio otus tuftsi	Long-eared Owl (tuftsi)	Strigiformes	Strigidae	0DFD23B7	
grnimp2	2023	2767	species	Ducula nicobarica	Nicobar Imperial-Pigeon	Columbiformes	Columbidae	2EB3A410	
lobgna17	2023	26634	subspecies	Ramphocaenus melanurus melanurus	Long-billed Gnatwren (melanurus)	Passeriformes	Polioptilidae	FB3B20A0	
markin4	2023	9926	subspecies	Todiramphus albicilla orii	Mariana Kingfisher (orii)	Coraciiformes	Alcedinidae	8E78F83C	
lobgna14	2023	26631	subspecies	Ramphocaenus melanurus badius	Long-billed Gnatwren (badius)	Passeriformes	Polioptilidae	CF8583A4	
lobgna6	2023	26622	subspecies	Ramphocaenus melanurus rufiventris	Long-billed Gnatwren (rufiventris)	Passeriformes	Polioptilidae	E819430D	
lobspi2	2023	30089	subspecies	Arachnothera robusta robusta	Long-billed Spiderhunter (robusta)	Passeriformes	Nectariniidae	22570178	
lobspi3	2023	30090	subspecies	Arachnothera robusta armata	Long-billed Spiderhunter (armata)	Passeriformes	Nectariniidae	26A90248	
lobsta2	2023	4701	subspecies	Heliomaster longirostris pallidiceps	Long-billed Starthroat (pallidiceps)	Caprimulgiformes	Trochilidae	44AB676E	
lobsta3	2023	4702	subspecies	Heliomaster longirostris longirostris	Long-billed Starthroat (longirostris)	Caprimulgiformes	Trochilidae	4C45BC5E	
lobsta4	2023	4703	subspecies	Heliomaster longirostris albicrissa	Long-billed Starthroat (albicrissa)	Caprimulgiformes	Trochilidae	52C5F6E8	
lobthr2	2023	27581	subspecies	Toxostoma longirostre sennetti	Long-billed Thrasher (sennetti)	Passeriformes	Mimidae	159CAC77	
lobthr3	2023	27582	subspecies	Toxostoma longirostre longirostre	Long-billed Thrasher (longirostre)	Passeriformes	Mimidae	F062AE98	
lobthr4	2023	27744	subspecies	Zoothera monticola monticola	Long-billed Thrush (monticola)	Passeriformes	Turdidae	EC2DD004	
locust1	2023	30823	subspecies	Paludipasser locustella locustella	Locustfinch (locustella)	Passeriformes	Estrildidae	2A8DFD16	
locust4	2023	30824	subspecies	Paludipasser locustella uelensis	Locustfinch (uelensis)	Passeriformes	Estrildidae	FB17D236	
lobpip13	2023	31276	subspecies	Anthus similis nivescens	Long-billed Pipit (nivescens)	Passeriformes	Motacillidae	0173A3C9	
loeowl6	2023	9051	subspecies	Asio otus canariensis	Long-eared Owl (canariensis)	Strigiformes	Strigidae	D92B961F	
lobgna16	2023	26633	subspecies	Ramphocaenus melanurus austerus	Long-billed Gnatwren (austerus)	Passeriformes	Polioptilidae	075E8567	
lobgna15	2023	26632	subspecies	Ramphocaenus melanurus amazonum	Long-billed Gnatwren (amazonum)	Passeriformes	Polioptilidae	6B88367C	
logkin7	2023	17167	subspecies	Tyrannus caudifasciatus caymanensis	Loggerhead Kingbird (caymanensis)	Passeriformes	Tyrannidae	F992C29F	
logkin6	2023	17166	subspecies	Tyrannus caudifasciatus flavescens	Loggerhead Kingbird (flavescens)	Passeriformes	Tyrannidae	4123EF21	
logshr1	2023	20685	subspecies	Lanius ludovicianus gambeli	Loggerhead Shrike (gambeli)	Passeriformes	Laniidae	52F833FD	
logshr10	2023	20694	subspecies	Lanius ludovicianus miamensis	Loggerhead Shrike (miamensis)	Passeriformes	Laniidae	1F42EB9B	
logshr2	2023	20686	subspecies	Lanius ludovicianus excubitorides	Loggerhead Shrike (excubitorides)	Passeriformes	Laniidae	18A320AE	
logshr3	2023	20687	subspecies	Lanius ludovicianus migrans	Loggerhead Shrike (migrans)	Passeriformes	Laniidae	7CE0110E	
logshr4	2023	20688	subspecies	Lanius ludovicianus sonoriensis	Loggerhead Shrike (sonoriensis)	Passeriformes	Laniidae	D06934AF	
logshr5	2023	20689	subspecies	Lanius ludovicianus anthonyi	Loggerhead Shrike (anthonyi)	Passeriformes	Laniidae	F826F7B3	
logshr6	2023	20690	subspecies	Lanius ludovicianus mearnsi	Loggerhead Shrike (mearnsi)	Passeriformes	Laniidae	EC1663B3	
logshr7	2023	20691	subspecies	Lanius ludovicianus grinnelli	Loggerhead Shrike (grinnelli)	Passeriformes	Laniidae	475852FA	
logshr8	2023	20692	subspecies	Lanius ludovicianus nelsoni	Loggerhead Shrike (nelsoni)	Passeriformes	Laniidae	07B946F6	
logshr9	2023	20693	subspecies	Lanius ludovicianus ludovicianus	Loggerhead Shrike (ludovicianus)	Passeriformes	Laniidae	C49E9F0D	
lolpip3	2023	31314	subspecies	Anthus pallidiventris esobe	Long-legged Pipit (esobe)	Passeriformes	Motacillidae	39EB9023	
lolthi1	2023	23483	subspecies	Cincloramphus rufus rufus	Long-legged Thicketbird (rufus)	Passeriformes	Locustellidae	BDD46604	
lolthi2	2023	23484	subspecies	Cincloramphus rufus cluniei	Long-legged Thicketbird (cluniei)	Passeriformes	Locustellidae	F99E9D0C	
lorsat2	2023	21249	subspecies	Cnemophilus loriae amethystinus	Loria's Satinbird (amethystinus)	Passeriformes	Cnemophilidae	A15615AC	
lorsat3	2023	21250	subspecies	Cnemophilus loriae inexpectatus	Loria's Satinbird (inexpectatus)	Passeriformes	Cnemophilidae	A0CD8C4D	
lorsat4	2023	21251	subspecies	Cnemophilus loriae loriae	Loria's Satinbird (loriae)	Passeriformes	Cnemophilidae	048C19E5	
lotbro2	2023	13005	subspecies	Psarisomus dalhousiae dalhousiae	Long-tailed Broadbill (dalhousiae)	Passeriformes	Eurylaimidae	2EE57844	
lotbro3	2023	13006	subspecies	Psarisomus dalhousiae cyanicauda	Long-tailed Broadbill (cyanicauda)	Passeriformes	Eurylaimidae	41F26B8F	
lotbro4	2023	13007	subspecies	Psarisomus dalhousiae divinus	Long-tailed Broadbill (divinus)	Passeriformes	Eurylaimidae	F3E97708	
lotbro6	2023	13009	subspecies	Psarisomus dalhousiae borneensis	Long-tailed Broadbill (borneensis)	Passeriformes	Eurylaimidae	9EAB72D0	
lotcor2	2023	7210	subspecies	Microcarbo africanus africanus	Long-tailed Cormorant (africanus)	Suliformes	Phalacrocoracidae	72617443	
lotcor3	2023	7211	subspecies	Microcarbo africanus pictilis	Long-tailed Cormorant (pictilis)	Suliformes	Phalacrocoracidae	68F86B00	
lotfin2	2023	30528	subspecies	Poephila acuticauda hecki	Long-tailed Finch (hecki)	Passeriformes	Estrildidae	4A62B10A	
lotfin3	2023	30527	subspecies	Poephila acuticauda acuticauda	Long-tailed Finch (acuticauda)	Passeriformes	Estrildidae	AFBE9A4D	
lother2	2023	4258	subspecies	Phaethornis superciliosus superciliosus	Long-tailed Hermit (superciliosus)	Caprimulgiformes	Trochilidae	2D86D8F4	
lother3	2023	4259	subspecies	Phaethornis superciliosus muelleri	Long-tailed Hermit (muelleri)	Caprimulgiformes	Trochilidae	E06D4305	
logkin5	2023	17165	subspecies	Tyrannus caudifasciatus caudifasciatus	Loggerhead Kingbird (caudifasciatus)	Passeriformes	Tyrannidae	EAB4C7FD	
lotlap3	2023	5826	subspecies	Vanellus crassirostris leucopterus	Long-toed Lapwing (leucopterus)	Charadriiformes	Charadriidae	689E975F	
lotmea2	2023	33077	subspecies	Leistes loyca catamarcanus	Long-tailed Meadowlark (catamarcanus)	Passeriformes	Icteridae	3F63347E	
lotmea3	2023	33078	subspecies	Leistes loyca loyca	Long-tailed Meadowlark (loyca)	Passeriformes	Icteridae	33A9CAEA	
lotmea4	2023	33079	subspecies	Leistes loyca falklandicus	Long-tailed Meadowlark (falklandicus)	Passeriformes	Icteridae	0DEAA474	
lotmin2	2023	18263	subspecies	Pericrocotus ethologus favillaceus	Long-tailed Minivet (favillaceus)	Passeriformes	Campephagidae	1177242E	
lotmin3	2023	18264	subspecies	Pericrocotus ethologus laetus	Long-tailed Minivet (laetus)	Passeriformes	Campephagidae	2D62C391	
lotmin4	2023	18265	subspecies	Pericrocotus ethologus ethologus	Long-tailed Minivet (ethologus)	Passeriformes	Campephagidae	BD0E5928	
lotmoc4	2023	27636	subspecies	Mimus longicaudatus longicaudatus	Long-tailed Mockingbird (longicaudatus)	Passeriformes	Mimidae	00D10A43	
lotmoc5	2023	27637	subspecies	Mimus longicaudatus maranonicus	Long-tailed Mockingbird (maranonicus)	Passeriformes	Mimidae	8E26B04C	
lotnig3	2023	3750	subspecies	Caprimulgus climacurus climacurus	Long-tailed Nightjar (climacurus)	Caprimulgiformes	Caprimulgidae	3E981649	
lotnig4	2023	3751	subspecies	Caprimulgus climacurus sclateri	Long-tailed Nightjar (sclateri)	Caprimulgiformes	Caprimulgidae	DD745162	
lotnig5	2023	3752	subspecies	Caprimulgus climacurus nigricans	Long-tailed Nightjar (nigricans)	Caprimulgiformes	Caprimulgidae	F8D42898	
lotshr10	2023	20669	subspecies	Lanius schach longicaudatus	Long-tailed Shrike (longicaudatus)	Passeriformes	Laniidae	CC5D129D	
lotpot2	2023	3764	subspecies	Nyctibius aethereus chocoensis	Long-tailed Potoo (chocoensis)	Caprimulgiformes	Nyctibiidae	F2CCE42B	
lotpot3	2023	3765	subspecies	Nyctibius aethereus longicaudatus	Long-tailed Potoo (longicaudatus)	Caprimulgiformes	Nyctibiidae	17B15BD5	
lotpot4	2023	3766	subspecies	Nyctibius aethereus aethereus	Long-tailed Potoo (aethereus)	Caprimulgiformes	Nyctibiidae	12FD223E	
lotros2	2023	31675	subspecies	Carpodacus sibiricus sibiricus	Long-tailed Rosefinch (sibiricus)	Passeriformes	Fringillidae	4518493E	
lotros4	2023	31677	subspecies	Carpodacus sibiricus sanguinolentus	Long-tailed Rosefinch (sanguinolentus)	Passeriformes	Fringillidae	49AFE752	
lotros5	2023	31679	subspecies	Carpodacus sibiricus lepidus	Long-tailed Rosefinch (lepidus)	Passeriformes	Fringillidae	EAA3E61D	
lotros6	2023	31680	subspecies	Carpodacus sibiricus henrici	Long-tailed Rosefinch (henrici)	Passeriformes	Fringillidae	3EDBF21F	
lotpar7	2023	12146	subspecies	Psittacula longicauda longicauda	Long-tailed Parakeet (longicauda)	Psittaciformes	Psittaculidae	309782F1	
lotshr7	2023	20664	subspecies	Lanius schach erythronotus	Long-tailed Shrike (erythronotus)	Passeriformes	Laniidae	72577F79	
lottit20	2023	24804	subspecies	Aegithalos caudatus alpinus	Long-tailed Tit (alpinus)	Passeriformes	Aegithalidae	ED242EAB	
lotshr13	2023	20675	subspecies	Lanius schach stresemanni	Long-tailed Shrike (stresemanni)	Passeriformes	Laniidae	B8F17F6D	
lottit12	2023	24795	subspecies	Aegithalos caudatus magnus	Long-tailed Tit (magnus)	Passeriformes	Aegithalidae	67DD3B45	
lotsib2	2023	26050	subspecies	Heterophasia picaoides picaoides	Long-tailed Sibia (picaoides)	Passeriformes	Leiothrichidae	569014B1	
lotsib3	2023	26051	subspecies	Heterophasia picaoides cana	Long-tailed Sibia (cana)	Passeriformes	Leiothrichidae	80AFD6DB	
lotsib4	2023	26052	subspecies	Heterophasia picaoides wrayi	Long-tailed Sibia (wrayi)	Passeriformes	Leiothrichidae	A61FFE8C	
lotsib5	2023	26053	subspecies	Heterophasia picaoides simillima	Long-tailed Sibia (simillima)	Passeriformes	Leiothrichidae	B164BF63	
lotsta3	2023	27258	subspecies	Aplonis magna brevicauda	Long-tailed Starling (brevicauda)	Passeriformes	Sturnidae	C0129082	
alpswi6	2023	4058	subspecies	Tachymarptis melba maximus	Alpine Swift (maximus)	Caprimulgiformes	Apodidae	51769CDA	
lotsun2	2023	29989	subspecies	Cinnyris lotenius lotenius	Loten's Sunbird (lotenius)	Passeriformes	Nectariniidae	3E35BCFD	
lotsyl2	2023	4447	subspecies	Aglaiocercus kingii margarethae	Long-tailed Sylph (margarethae)	Caprimulgiformes	Trochilidae	E04EFD2D	
lotsyl3	2023	4448	subspecies	Aglaiocercus kingii caudatus	Long-tailed Sylph (caudatus)	Caprimulgiformes	Trochilidae	1CDD31DD	
lotsyl4	2023	4449	subspecies	Aglaiocercus kingii emmae	Long-tailed Sylph (emmae)	Caprimulgiformes	Trochilidae	B8B50CEA	
lotsyl5	2023	4450	subspecies	Aglaiocercus kingii kingii	Long-tailed Sylph (kingii)	Caprimulgiformes	Trochilidae	A65DF81A	
lotsyl6	2023	4451	subspecies	Aglaiocercus kingii mocoa	Long-tailed Sylph (mocoa)	Caprimulgiformes	Trochilidae	5483223E	
lotsyl7	2023	4452	subspecies	Aglaiocercus kingii smaragdinus	Long-tailed Sylph (smaragdinus)	Caprimulgiformes	Trochilidae	C5091D03	
lotshr12	2023	20674	subspecies	Lanius schach suluensis	Long-tailed Shrike (suluensis)	Passeriformes	Laniidae	C4EDF088	
lottit16	2023	24800	subspecies	Aegithalos caudatus italiae	Long-tailed Tit (italiae)	Passeriformes	Aegithalidae	232D18C8	
lottit19	2023	24803	subspecies	Aegithalos caudatus major	Long-tailed Tit (major)	Passeriformes	Aegithalidae	CF1BA4F9	
lottit18	2023	24802	subspecies	Aegithalos caudatus tephronotus	Long-tailed Tit (tephronotus)	Passeriformes	Aegithalidae	0C4BA175	
lotshr9	2023	20668	subspecies	Lanius schach tricolor	Long-tailed Shrike (tricolor)	Passeriformes	Laniidae	85B2DEE6	
lottit17	2023	24801	subspecies	Aegithalos caudatus siculus	Long-tailed Tit (siculus)	Passeriformes	Aegithalidae	1E8028EB	
lottit10	2023	24793	subspecies	Aegithalos caudatus macedonicus	Long-tailed Tit (macedonicus)	Passeriformes	Aegithalidae	511555EB	
lottit15	2023	24799	subspecies	Aegithalos caudatus irbii	Long-tailed Tit (irbii)	Passeriformes	Aegithalidae	0AEC2A9B	
lottit11	2023	24794	subspecies	Aegithalos caudatus tauricus	Long-tailed Tit (tauricus)	Passeriformes	Aegithalidae	BDD97A31	
papscr6	2023	21419	subspecies	Drymodes beccarii beccarii	Papuan Scrub-Robin (beccarii)	Passeriformes	Petroicidae	EF239F33	
lotshr8	2023	20665	subspecies	Lanius schach caniceps	Long-tailed Shrike (caniceps)	Passeriformes	Laniidae	E73312F3	
lotwoo11	2023	14359	subspecies	Deconychura longicauda zimmeri	Long-tailed Woodcreeper (zimmeri)	Passeriformes	Furnariidae	B05D12EA	
lottit7	2023	24790	subspecies	Aegithalos caudatus aremoricus	Long-tailed Tit (aremoricus)	Passeriformes	Aegithalidae	5974FAE6	
lotwoo8	2023	14354	subspecies	Deconychura longicauda minor	Long-tailed Woodcreeper (minor)	Passeriformes	Furnariidae	FA3DBB07	
lottri3	2023	18458	subspecies	Lalage leucopyga deficiens	Long-tailed Triller (deficiens)	Passeriformes	Campephagidae	54B8B9C5	
lottri4	2023	18459	subspecies	Lalage leucopyga albiloris	Long-tailed Triller (albiloris)	Passeriformes	Campephagidae	8D4158BD	
lottri5	2023	18460	subspecies	Lalage leucopyga simillima	Long-tailed Triller (simillima)	Passeriformes	Campephagidae	4995B940	
lottri6	2023	18461	subspecies	Lalage leucopyga montrosieri	Long-tailed Triller (montrosieri)	Passeriformes	Campephagidae	AF133B4B	
alpswi7	2023	4059	subspecies	Tachymarptis melba marjoriae	Alpine Swift (marjoriae)	Caprimulgiformes	Apodidae	A6C60AFD	
lottyr2	2023	16910	subspecies	Colonia colonus leuconota	Long-tailed Tyrant (leuconota)	Passeriformes	Tyrannidae	44853828	
lottyr3	2023	16911	subspecies	Colonia colonus fuscicapillus	Long-tailed Tyrant (fuscicapillus)	Passeriformes	Tyrannidae	12B33959	
lottyr4	2023	16912	subspecies	Colonia colonus poecilonota	Long-tailed Tyrant (poecilonota)	Passeriformes	Tyrannidae	ED2B8B40	
lottyr5	2023	16913	subspecies	Colonia colonus niveiceps	Long-tailed Tyrant (niveiceps)	Passeriformes	Tyrannidae	1E8A4537	
lottyr6	2023	16914	subspecies	Colonia colonus colonus	Long-tailed Tyrant (colonus)	Passeriformes	Tyrannidae	03942A2B	
lotwid2	2023	30475	subspecies	Euplectes progne delamerei	Long-tailed Widowbird (delamerei)	Passeriformes	Ploceidae	A437780E	
lotwid3	2023	30476	subspecies	Euplectes progne progne	Long-tailed Widowbird (progne)	Passeriformes	Ploceidae	9F555957	
lotwid4	2023	30477	subspecies	Euplectes progne delacouri	Long-tailed Widowbird (delacouri)	Passeriformes	Ploceidae	C7BA5279	
lottri7	2023	18462	subspecies	Lalage leucopyga leucopyga	Long-tailed Triller (leucopyga)	Passeriformes	Campephagidae	AE5662E3	
