species_code	authority_ver	taxon_order	category	sci_name	primary_com_name	order1	family_sci_name	bio_concept_code	
grtgra	2023	33338	species	Quiscalus mexicanus	Great-tailed Grackle	Passeriformes	Icteridae	5CBA3391	
grtgra1	2023	33339	issf	Quiscalus mexicanus [graysoni Group]	Great-tailed Grackle (Western)	Passeriformes	Icteridae		
grtgra2	2023	33343	issf	Quiscalus mexicanus [mexicanus Group]	Great-tailed Grackle (Great-tailed)	Passeriformes	Icteridae		
slbgra1	2023	33353	species	Quiscalus palustris	Slender-billed Grackle	Passeriformes	Icteridae	C19704C9	
nicgra1	2023	33354	species	Quiscalus nicaraguensis	Nicaraguan Grackle	Passeriformes	Icteridae	D1DD7CD0	
gragra1	2023	33355	species	Quiscalus niger	Greater Antillean Grackle	Passeriformes	Icteridae	E941AD9F	
cargra1	2023	33363	species	Quiscalus lugubris	Carib Grackle	Passeriformes	Icteridae	159FB51C	
rebgra1	2023	33373	species	Hypopyrrhus pyrohypogaster	Red-bellied Grackle	Passeriformes	Icteridae	65FE3697	
vefgra1	2023	33374	species	Lampropsar tanagrinus	Velvet-fronted Grackle	Passeriformes	Icteridae	1D065546	
oribla1	2023	33380	species	Gymnomystax mexicanus	Oriole Blackbird	Passeriformes	Icteridae	2F92B333	
mougra1	2023	33381	species	Macroagelaius subalaris	Mountain Grackle	Passeriformes	Icteridae	7290E17C	
gotgra1	2023	33382	species	Macroagelaius imthurni	Golden-tufted Grackle	Passeriformes	Icteridae	4778FAB7	
ausbla1	2023	33383	species	Curaeus curaeus	Austral Blackbird	Passeriformes	Icteridae	12D5E6AE	
schbla1	2023	33387	species	Amblyramphus holosericeus	Scarlet-headed Blackbird	Passeriformes	Icteridae	50F297CC	
forbla1	2023	33388	species	Anumara forbesi	Forbes's Blackbird	Passeriformes	Icteridae	41E8146F	
chobla1	2023	33389	species	Gnorimopsar chopi	Chopi Blackbird	Passeriformes	Icteridae	40A8B734	
bolbla1	2023	33392	species	Oreopsar bolivianus	Bolivian Blackbird	Passeriformes	Icteridae	DA3AD600	
bawcow4	2023	33393	species	Agelaioides badius	Grayish Baywing	Passeriformes	Icteridae	F888C888	
bawcow3	2023	33396	species	Agelaioides fringillarius	Pale Baywing	Passeriformes	Icteridae	C907BF92	
paebla2	2023	33398	species	Agelasticus xanthophthalmus	Pale-eyed Blackbird	Passeriformes	Icteridae	9A0C6612	
unibla2	2023	33399	species	Agelasticus cyanopus	Unicolored Blackbird	Passeriformes	Icteridae	B5792FEE	
unibla1	2023	33400	issf	Agelasticus cyanopus atroolivaceus/unicolor	Unicolored Blackbird (Azara's)	Passeriformes	Icteridae		
unibla3	2023	33403	subspecies	Agelasticus cyanopus cyanopus	Unicolored Blackbird (Yellow-breasted)	Passeriformes	Icteridae	A6475160	
yewbla2	2023	33404	species	Agelasticus thilius	Yellow-winged Blackbird	Passeriformes	Icteridae	11755EFA	
chcbla2	2023	33408	species	Chrysomus ruficapillus	Chestnut-capped Blackbird	Passeriformes	Icteridae	7D94C902	
yehbla2	2023	33411	species	Chrysomus icterocephalus	Yellow-hooded Blackbird	Passeriformes	Icteridae	42826912	
sacbla2	2023	33414	species	Xanthopsar flavus	Saffron-cowled Blackbird	Passeriformes	Icteridae	A6365418	
yermar1	2023	33415	species	Pseudoleistes guirahuro	Yellow-rumped Marshbird	Passeriformes	Icteridae	45D8B6C5	
baymar1	2023	33416	species	Pseudoleistes virescens	Brown-and-yellow Marshbird	Passeriformes	Icteridae	947E1C04	
ovenbi1	2023	33419	species	Seiurus aurocapilla	Ovenbird	Passeriformes	Parulidae	CEA5B6AA	
woewar1	2023	33423	species	Helmitheros vermivorum	Worm-eating Warbler	Passeriformes	Parulidae	295C4CD6	
louwat	2023	33425	species	Parkesia motacilla	Louisiana Waterthrush	Passeriformes	Parulidae	7AB0F3A4	
norwat	2023	33426	species	Parkesia noveboracensis	Northern Waterthrush	Passeriformes	Parulidae	709AF716	
bacwar	2023	33428	species	Vermivora bachmanii	Bachman's Warbler	Passeriformes	Parulidae	207491AE	
gowwar	2023	33429	species	Vermivora chrysoptera	Golden-winged Warbler	Passeriformes	Parulidae	83F326C8	
buwwar	2023	33430	species	Vermivora cyanoptera	Blue-winged Warbler	Passeriformes	Parulidae	B617FE7D	
bawwar	2023	33435	species	Mniotilta varia	Black-and-white Warbler	Passeriformes	Parulidae	4D207AF6	
prowar	2023	33436	species	Protonotaria citrea	Prothonotary Warbler	Passeriformes	Parulidae	4D08EE7E	
swawar	2023	33437	species	Limnothlypis swainsonii	Swainson's Warbler	Passeriformes	Parulidae	D3624203	
crcwar	2023	33438	species	Oreothlypis superciliosa	Crescent-chested Warbler	Passeriformes	Parulidae	2BC547FD	
fltwar1	2023	33444	species	Oreothlypis gutturalis	Flame-throated Warbler	Passeriformes	Parulidae	03561EAE	
tenwar	2023	33445	species	Leiothlypis peregrina	Tennessee Warbler	Passeriformes	Parulidae	D204A930	
orcwar	2023	33446	species	Leiothlypis celata	Orange-crowned Warbler	Passeriformes	Parulidae	FFF61080	
orcwar1	2023	33448	subspecies	Leiothlypis celata celata	Orange-crowned Warbler (celata)	Passeriformes	Parulidae	C5EE6981	
orcwar2	2023	33449	subspecies	Leiothlypis celata orestera	Orange-crowned Warbler (orestera)	Passeriformes	Parulidae	A4DD6D99	
orcwar3	2023	33450	subspecies	Leiothlypis celata lutescens	Orange-crowned Warbler (lutescens)	Passeriformes	Parulidae	F66823A4	
orcwar4	2023	33451	subspecies	Leiothlypis celata sordida	Orange-crowned Warbler (sordida)	Passeriformes	Parulidae	E1EE2C92	
colwar	2023	33452	species	Leiothlypis crissalis	Colima Warbler	Passeriformes	Parulidae	82F8890F	
lucwar	2023	33453	species	Leiothlypis luciae	Lucy's Warbler	Passeriformes	Parulidae	E8EB3C96	
naswar	2023	33454	species	Leiothlypis ruficapilla	Nashville Warbler	Passeriformes	Parulidae	183E5F90	
naswar1	2023	33455	subspecies	Leiothlypis ruficapilla ruficapilla	Nashville Warbler (ruficapilla)	Passeriformes	Parulidae	DA5914EE	
naswar2	2023	33456	subspecies	Leiothlypis ruficapilla ridgwayi	Nashville Warbler (ridgwayi)	Passeriformes	Parulidae	A468E19C	
virwar	2023	33459	species	Leiothlypis virginiae	Virginia's Warbler	Passeriformes	Parulidae	A97F14D0	
semwar1	2023	33463	species	Leucopeza semperi	Semper's Warbler	Passeriformes	Parulidae	21F464DE	
conwar	2023	33464	species	Oporornis agilis	Connecticut Warbler	Passeriformes	Parulidae	0B23929D	
gycyel	2023	33465	species	Geothlypis poliocephala	Gray-crowned Yellowthroat	Passeriformes	Parulidae	2A09CA67	
masyel2	2023	33472	species	Geothlypis aequinoctialis	Masked Yellowthroat	Passeriformes	Parulidae	0B42CDFF	
masyel4	2023	33473	species	Geothlypis auricularis	Black-lored Yellowthroat	Passeriformes	Parulidae	CF65BB25	
masyel5	2023	33476	species	Geothlypis velata	Southern Yellowthroat	Passeriformes	Parulidae	65AD203E	
macwar	2023	33478	species	Geothlypis tolmiei	MacGillivray's Warbler	Passeriformes	Parulidae	85106518	
mouwar	2023	33479	species	Geothlypis philadelphia	Mourning Warbler	Passeriformes	Parulidae	1A0096F2	
kenwar	2023	33484	species	Geothlypis formosa	Kentucky Warbler	Passeriformes	Parulidae	8C105C3C	
olcyel1	2023	33486	species	Geothlypis semiflava	Olive-crowned Yellowthroat	Passeriformes	Parulidae	D7815419	
olcyel2	2023	33487	subspecies	Geothlypis semiflava bairdi	Olive-crowned Yellowthroat (Baird's)	Passeriformes	Parulidae	FAE5EC75	
masyel3	2023	33488	subspecies	Geothlypis semiflava chiriquensis	Olive-crowned Yellowthroat (Chiriqui)	Passeriformes	Parulidae	10EF17DC	
olcyel3	2023	33489	subspecies	Geothlypis semiflava semiflava	Olive-crowned Yellowthroat (Olive-crowned)	Passeriformes	Parulidae	C5FF44F9	
blpyel1	2023	33490	species	Geothlypis speciosa	Black-polled Yellowthroat	Passeriformes	Parulidae	4659CFBD	
belyel1	2023	33491	species	Geothlypis beldingi	Belding's Yellowthroat	Passeriformes	Parulidae	4ADFCCAB	
bahyel1	2023	33494	species	Geothlypis rostrata	Bahama Yellowthroat	Passeriformes	Parulidae	B9A6C6E7	
altyel1	2023	33498	species	Geothlypis flavovelata	Altamira Yellowthroat	Passeriformes	Parulidae	AF830626	
comyel	2023	33499	species	Geothlypis trichas	Common Yellowthroat	Passeriformes	Parulidae	BA4C8A02	
comyel1	2023	33500	issf	Geothlypis trichas [arizela Group]	Common Yellowthroat (arizela Group)	Passeriformes	Parulidae		
comyel2	2023	33504	issf	Geothlypis trichas [melanops Group]	Common Yellowthroat (melanops Group)	Passeriformes	Parulidae		
comyel3	2023	33510	issf	Geothlypis trichas [trichas Group]	Common Yellowthroat (trichas Group)	Passeriformes	Parulidae		
comyel5	2023	33514	subspecies	Geothlypis trichas insperata	Common Yellowthroat (insperata)	Passeriformes	Parulidae	F1D7A356	
comyel4	2023	33515	subspecies	Geothlypis trichas chapalensis	Common Yellowthroat (chapalensis)	Passeriformes	Parulidae	AE78689F	
hooyel1	2023	33520	species	Geothlypis nelsoni	Hooded Yellowthroat	Passeriformes	Parulidae	24ED5D5C	
whiwar1	2023	33524	species	Catharopeza bishopi	Whistling Warbler	Passeriformes	Parulidae	95AC2035	
pluwar1	2023	33525	species	Setophaga plumbea	Plumbeous Warbler	Passeriformes	Parulidae	F630DE1F	
elwwar1	2023	33526	species	Setophaga angelae	Elfin-woods Warbler	Passeriformes	Parulidae	369BAA3C	
arrwar1	2023	33527	species	Setophaga pharetra	Arrowhead Warbler	Passeriformes	Parulidae	1C941B1C	
hoowar	2023	33528	species	Setophaga citrina	Hooded Warbler	Passeriformes	Parulidae	15EB3000	
amered	2023	33529	species	Setophaga ruticilla	American Redstart	Passeriformes	Parulidae	BED38F50	
kirwar	2023	33530	species	Setophaga kirtlandii	Kirtland's Warbler	Passeriformes	Parulidae	B9A2B7CC	
camwar	2023	33531	species	Setophaga tigrina	Cape May Warbler	Passeriformes	Parulidae	DB20CB6B	
cerwar	2023	33532	species	Setophaga cerulea	Cerulean Warbler	Passeriformes	Parulidae	D00EC2C9	
norpar	2023	33534	species	Setophaga americana	Northern Parula	Passeriformes	Parulidae	41062654	
tropar	2023	33537	species	Setophaga pitiayumi	Tropical Parula	Passeriformes	Parulidae	4926BC8C	
tropar1	2023	33538	subspecies	Setophaga pitiayumi nigrilora	Tropical Parula (Northeast Mexico)	Passeriformes	Parulidae	A586C309	
tropar2	2023	33539	subspecies	Setophaga pitiayumi pulchra	Tropical Parula (West Mexico)	Passeriformes	Parulidae	9B4C71A5	
tropar3	2023	33540	subspecies	Setophaga pitiayumi insularis	Tropical Parula (Tres Marias Is.)	Passeriformes	Parulidae	1259FBDC	
tropar4	2023	33541	subspecies	Setophaga pitiayumi graysoni	Tropical Parula (Socorro I.)	Passeriformes	Parulidae	1529CCF1	
tropar5	2023	33542	subspecies	Setophaga pitiayumi inornata	Tropical Parula (Middle American)	Passeriformes	Parulidae	9EB84720	
tropar7	2023	33543	subspecies	Setophaga pitiayumi cirrha	Tropical Parula (Coiba I.)	Passeriformes	Parulidae	FD17F89D	
tropar9	2023	33544	issf	Setophaga pitiayumi [pitiayumi Group]	Tropical Parula (South American)	Passeriformes	Parulidae		
magwar	2023	33550	species	Setophaga magnolia	Magnolia Warbler	Passeriformes	Parulidae	1E82CE1E	
babwar	2023	33554	species	Setophaga castanea	Bay-breasted Warbler	Passeriformes	Parulidae	10C601D3	
bkbwar	2023	33555	species	Setophaga fusca	Blackburnian Warbler	Passeriformes	Parulidae	4168AF09	
yelwar	2023	33557	species	Setophaga petechia	Yellow Warbler	Passeriformes	Parulidae	A6C0C4A9	
yelwar1	2023	33558	issf	Setophaga petechia [aestiva Group]	Yellow Warbler (Northern)	Passeriformes	Parulidae		
maywar1	2023	33565	issf	Setophaga petechia [erithachorides Group]	Yellow Warbler (Mangrove)	Passeriformes	Parulidae		
yelwar3	2023	33577	subspecies	Setophaga petechia aureola	Yellow Warbler (Galapagos)	Passeriformes	Parulidae	2BB62F58	
yelwar2	2023	33578	issf	Setophaga petechia [petechia Group]	Yellow Warbler (Golden)	Passeriformes	Parulidae		
chswar	2023	33599	species	Setophaga pensylvanica	Chestnut-sided Warbler	Passeriformes	Parulidae	7AB1229B	
bkpwar	2023	33601	species	Setophaga striata	Blackpoll Warbler	Passeriformes	Parulidae	544A5E6B	
btbwar	2023	33604	species	Setophaga caerulescens	Black-throated Blue Warbler	Passeriformes	Parulidae	67B455A7	
palwar	2023	33611	species	Setophaga palmarum	Palm Warbler	Passeriformes	Parulidae	4AAEF549	
palwar3	2023	33612	subspecies	Setophaga palmarum palmarum	Palm Warbler (Western)	Passeriformes	Parulidae	BFE4314B	
palwar4	2023	33613	subspecies	Setophaga palmarum hypochrysea	Palm Warbler (Yellow)	Passeriformes	Parulidae	90B0892B	
olcwar1	2023	33615	species	Setophaga pityophila	Olive-capped Warbler	Passeriformes	Parulidae	45C2A0F6	
pinwar	2023	33616	species	Setophaga pinus	Pine Warbler	Passeriformes	Parulidae	6283E61E	
yerwar	2023	33622	species	Setophaga coronata	Yellow-rumped Warbler	Passeriformes	Parulidae	BC5A9498	
myrwar	2023	33623	subspecies	Setophaga coronata coronata	Yellow-rumped Warbler (Myrtle)	Passeriformes	Parulidae	524C7116	
audwar	2023	33624	subspecies	Setophaga coronata auduboni	Yellow-rumped Warbler (Audubon's)	Passeriformes	Parulidae	631CB970	
yerwar1	2023	33626	subspecies	Setophaga coronata nigrifrons	Yellow-rumped Warbler (West Mexico)	Passeriformes	Parulidae	421797C8	
yerwar2	2023	33627	subspecies	Setophaga coronata goldmani	Yellow-rumped Warbler (Goldman's)	Passeriformes	Parulidae	6478B6DC	
yetwar	2023	33631	species	Setophaga dominica	Yellow-throated Warbler	Passeriformes	Parulidae	136451CF	
yetwar1	2023	33632	subspecies	Setophaga dominica albilora	Yellow-throated Warbler (albilora)	Passeriformes	Parulidae	C70EB219	
yetwar2	2023	33633	issf	Setophaga dominica dominica/stoddardi	Yellow-throated Warbler (dominica/stoddardi)	Passeriformes	Parulidae		
yetwar3	2023	33638	species	Setophaga flavescens	Bahama Warbler	Passeriformes	Parulidae	25333CB5	
vitwar1	2023	33639	species	Setophaga vitellina	Vitelline Warbler	Passeriformes	Parulidae	5574D3D5	
prawar	2023	33643	species	Setophaga discolor	Prairie Warbler	Passeriformes	Parulidae	E36325FA	
adewar1	2023	33648	species	Setophaga adelaidae	Adelaide's Warbler	Passeriformes	Parulidae	43F4D735	
barwar	2023	33649	species	Setophaga subita	Barbuda Warbler	Passeriformes	Parulidae	9346A3C9	
stlwar	2023	33650	species	Setophaga delicata	St. Lucia Warbler	Passeriformes	Parulidae	180A3B77	
grawar	2023	33651	species	Setophaga graciae	Grace's Warbler	Passeriformes	Parulidae	946DCF53	
btywar	2023	33657	species	Setophaga nigrescens	Black-throated Gray Warbler	Passeriformes	Parulidae	6B7A93C5	
towwar	2023	33663	species	Setophaga townsendi	Townsend's Warbler	Passeriformes	Parulidae	F6C6C3F7	
herwar	2023	33667	species	Setophaga occidentalis	Hermit Warbler	Passeriformes	Parulidae	0EB07C12	
gchwar	2023	33674	species	Setophaga chrysoparia	Golden-cheeked Warbler	Passeriformes	Parulidae	8A35BFD6	
btnwar	2023	33675	species	Setophaga virens	Black-throated Green Warbler	Passeriformes	Parulidae	9FFEDE99	
fatwar	2023	33679	species	Basileuterus lachrymosus	Fan-tailed Warbler	Passeriformes	Parulidae	C35381D0	
rucwar	2023	33680	species	Basileuterus rufifrons	Rufous-capped Warbler	Passeriformes	Parulidae	AC24B6B5	
rucwar2	2023	33681	issf	Basileuterus rufifrons [rufifrons Group]	Rufous-capped Warbler (rufifrons Group)	Passeriformes	Parulidae		
rucwar3	2023	33686	subspecies	Basileuterus rufifrons salvini	Rufous-capped Warbler (salvini)	Passeriformes	Parulidae	3FEB8A7D	
rucwar4	2023	33688	species	Basileuterus delattrii	Chestnut-capped Warbler	Passeriformes	Parulidae	F50F4ACE	
blcwar1	2023	33693	species	Basileuterus melanogenys	Black-cheeked Warbler	Passeriformes	Parulidae	D2459CC0	
pirwar1	2023	33697	species	Basileuterus ignotus	Pirre Warbler	Passeriformes	Parulidae	F0D7DABD	
gobwar1	2023	33698	species	Basileuterus belli	Golden-browed Warbler	Passeriformes	Parulidae	BFB6CAFA	
gcrwar	2023	33704	species	Basileuterus culicivorus	Golden-crowned Warbler	Passeriformes	Parulidae	E15EEACD	
gocwar1	2023	33705	issf	Basileuterus culicivorus [culicivorus Group]	Golden-crowned Warbler (Stripe-crowned)	Passeriformes	Parulidae		
gocwar3	2023	33710	issf	Basileuterus culicivorus [cabanisi Group]	Golden-crowned Warbler (Cabanis's)	Passeriformes	Parulidae		
gocwar2	2023	33715	issf	Basileuterus culicivorus [auricapilla Group]	Golden-crowned Warbler (Golden-crowned)	Passeriformes	Parulidae		
whbwar1	2023	33721	subspecies	Basileuterus culicivorus hypoleucus	Golden-crowned Warbler (White-bellied)	Passeriformes	Parulidae	71782EE1	
thswar5	2023	33722	species	Basileuterus melanotis	Costa Rican Warbler	Passeriformes	Parulidae	1741B8A7	
thswar9	2023	33723	species	Basileuterus tacarcunae	Tacarcuna Warbler	Passeriformes	Parulidae	5A1D54E9	
thswar1	2023	33724	species	Basileuterus tristriatus	Three-striped Warbler	Passeriformes	Parulidae	99E9FFE0	
thswar3	2023	33725	subspecies	Basileuterus tristriatus sanlucasensis	Three-striped Warbler (San Lucas)	Passeriformes	Parulidae	76B52B77	
thswar6	2023	33726	subspecies	Basileuterus tristriatus daedalus	Three-striped Warbler (daedalus)	Passeriformes	Parulidae	00C4E128	
thswar4	2023	33727	subspecies	Basileuterus tristriatus auricularis	Three-striped Warbler (auricularis)	Passeriformes	Parulidae	652C493F	
thswar7	2023	33728	issf	Basileuterus tristriatus meridanus/bessereri	Three-striped Warbler (Venezuelan)	Passeriformes	Parulidae		
thswar8	2023	33731	subspecies	Basileuterus tristriatus pariae	Three-striped Warbler (Paria)	Passeriformes	Parulidae	5ED9D154	
thswar10	2023	33732	issf	Basileuterus tristriatus tristriatus/baezae	Three-striped Warbler (Three-striped)	Passeriformes	Parulidae		
thswar2	2023	33735	species	Basileuterus punctipectus	Yungas Warbler	Passeriformes	Parulidae	A74E673E	
thbwar2	2023	33739	species	Basileuterus trifasciatus	Three-banded Warbler	Passeriformes	Parulidae	2B2A04D0	
gyhwar1	2023	33743	species	Myiothlypis griseiceps	Gray-headed Warbler	Passeriformes	Parulidae	2B235A4C	
samwar1	2023	33744	species	Myiothlypis basilica	Santa Marta Warbler	Passeriformes	Parulidae	FFEF8EFD	
citwar1	2023	33745	species	Myiothlypis luteoviridis	Citrine Warbler	Passeriformes	Parulidae	9F080871	
citwar2	2023	33746	issf	Myiothlypis luteoviridis [luteoviridis Group]	Citrine Warbler (Northern)	Passeriformes	Parulidae		
citwar3	2023	33750	subspecies	Myiothlypis luteoviridis striaticeps	Citrine Warbler (Peruvian)	Passeriformes	Parulidae	F37E3E96	
citwar4	2023	33751	subspecies	Myiothlypis luteoviridis euophrys	Citrine Warbler (Bolivian)	Passeriformes	Parulidae	597DE5D9	
whswar2	2023	33752	species	Myiothlypis leucophrys	White-striped Warbler	Passeriformes	Parulidae	27DCCC29	
flawar1	2023	33753	species	Myiothlypis flaveola	Flavescent Warbler	Passeriformes	Parulidae	40BD9900	
whbwar2	2023	33757	species	Myiothlypis leucoblephara	White-browed Warbler	Passeriformes	Parulidae	D65E2A9D	
palwar1	2023	33758	species	Myiothlypis signata	Pale-legged Warbler	Passeriformes	Parulidae	BBD736B2	
blcwar2	2023	33761	species	Myiothlypis nigrocristata	Black-crested Warbler	Passeriformes	Parulidae	3D4F2A70	
burwar1	2023	33762	species	Myiothlypis fulvicauda	Buff-rumped Warbler	Passeriformes	Parulidae	0232E9DC	
rivwar1	2023	33769	species	Myiothlypis rivularis	Riverbank Warbler	Passeriformes	Parulidae	A80CFACA	
rivwar2	2023	33770	subspecies	Myiothlypis rivularis mesoleuca	Riverbank Warbler (Northern)	Passeriformes	Parulidae	C0AF584E	
rivwar5	2023	33771	subspecies	Myiothlypis rivularis boliviana	Riverbank Warbler (Bolivian)	Passeriformes	Parulidae	EE021A8A	
rivwar4	2023	33772	subspecies	Myiothlypis rivularis rivularis	Riverbank Warbler (Southern)	Passeriformes	Parulidae	15C31434	
twbwar1	2023	33773	species	Myiothlypis bivittata	Two-banded Warbler	Passeriformes	Parulidae	57507009	
twbwar2	2023	33774	subspecies	Myiothlypis bivittata roraimae	Two-banded Warbler (Roraiman)	Passeriformes	Parulidae	C2548732	
twbwar3	2023	33775	issf	Myiothlypis bivittata bivittata/argentinae	Two-banded Warbler (Two-banded)	Passeriformes	Parulidae		
gobwar3	2023	33779	species	Myiothlypis chrysogaster	Cuzco Warbler	Passeriformes	Parulidae	661FFC6F	
gobwar4	2023	33778	species	Myiothlypis chlorophrys	Choco Warbler	Passeriformes	Parulidae	3A4B5A93	
gytwar1	2023	33780	species	Myiothlypis cinereicollis	Gray-throated Warbler	Passeriformes	Parulidae	69D734FB	
whlwar1	2023	33784	species	Myiothlypis conspicillata	White-lored Warbler	Passeriformes	Parulidae	BA47292D	
gagwar2	2023	33785	species	Myiothlypis fraseri	Gray-and-gold Warbler	Passeriformes	Parulidae	A04DCB6C	
rucwar1	2023	33788	species	Myiothlypis coronata	Russet-crowned Warbler	Passeriformes	Parulidae	99F5D09F	
canwar	2023	33798	species	Cardellina canadensis	Canada Warbler	Passeriformes	Parulidae	F2D675AF	
weyrob2	2023	21478	subspecies	Eopsaltria griseogularis rosinae	Western Yellow Robin (rosinae)	Passeriformes	Petroicidae	FD79E8BA	
wlswar	2023	33799	species	Cardellina pusilla	Wilson's Warbler	Passeriformes	Parulidae	1F09CCCC	
wilwar1	2023	33800	subspecies	Cardellina pusilla pileolata	Wilson's Warbler (pileolata)	Passeriformes	Parulidae	53DA766A	
wilwar2	2023	33801	subspecies	Cardellina pusilla pusilla	Wilson's Warbler (pusilla)	Passeriformes	Parulidae	6E7B4A31	
wilwar3	2023	33802	subspecies	Cardellina pusilla chryseola	Wilson's Warbler (chryseola)	Passeriformes	Parulidae	64FDA02D	
refwar	2023	33803	species	Cardellina rubrifrons	Red-faced Warbler	Passeriformes	Parulidae	B18D3F08	
redwar1	2023	33804	species	Cardellina rubra	Red Warbler	Passeriformes	Parulidae	EA8F2DDC	
redwar2	2023	33805	subspecies	Cardellina rubra melanauris	Red Warbler (Gray-cheeked)	Passeriformes	Parulidae	82A058A5	
redwar3	2023	33806	issf	Cardellina rubra rubra/rowleyi	Red Warbler (White-cheeked)	Passeriformes	Parulidae		
pihwar1	2023	33809	species	Cardellina versicolor	Pink-headed Warbler	Passeriformes	Parulidae	5AA39FDF	
paired	2023	33810	species	Myioborus pictus	Painted Redstart	Passeriformes	Parulidae	3255D987	
sltred	2023	33813	species	Myioborus miniatus	Slate-throated Redstart	Passeriformes	Parulidae	CB8A9437	
brcred1	2023	33827	species	Myioborus brunniceps	Brown-capped Redstart	Passeriformes	Parulidae	9E76EA56	
tepred1	2023	33828	species	Myioborus castaneocapilla	Tepui Redstart	Passeriformes	Parulidae	B19969D1	
parred1	2023	33832	species	Myioborus pariae	Paria Redstart	Passeriformes	Parulidae	99FAC557	
sabred1	2023	33833	species	Myioborus cardonai	Saffron-breasted Redstart	Passeriformes	Parulidae	56671CF3	
whfred1	2023	33834	species	Myioborus albifacies	White-faced Redstart	Passeriformes	Parulidae	65DB5013	
colred1	2023	33835	species	Myioborus torquatus	Collared Redstart	Passeriformes	Parulidae	7CE22946	
yecred1	2023	33836	species	Myioborus flavivertex	Yellow-crowned Redstart	Passeriformes	Parulidae	5B7A8931	
gofred1	2023	33837	species	Myioborus ornatus	Golden-fronted Redstart	Passeriformes	Parulidae	0A4A6CF7	
gofred2	2023	33838	subspecies	Myioborus ornatus chrysops	Golden-fronted Redstart (Golden-fronted)	Passeriformes	Parulidae	F78FAC04	
gofred3	2023	33839	subspecies	Myioborus ornatus ornatus	Golden-fronted Redstart (Yellow-fronted)	Passeriformes	Parulidae	D291752B	
spered1	2023	33840	species	Myioborus melanocephalus	Spectacled Redstart	Passeriformes	Parulidae	A02798C6	
whfred2	2023	33848	species	Myioborus albifrons	White-fronted Redstart	Passeriformes	Parulidae	5B59921E	
duftan1	2023	33853	species	Mitrospingus cassinii	Dusky-faced Tanager	Passeriformes	Mitrospingidae	D59309B6	
olbtan1	2023	33856	species	Mitrospingus oleagineus	Olive-backed Tanager	Passeriformes	Mitrospingidae	C9AA6FC9	
rbptan1	2023	33859	species	Lamprospiza melanoleuca	Red-billed Pied Tanager	Passeriformes	Mitrospingidae	099CDCB9	
olgtan1	2023	33860	species	Orthogonys chloricterus	Olive-green Tanager	Passeriformes	Mitrospingidae	C016E9A0	
rottan1	2023	33862	species	Piranga roseogularis	Rose-throated Tanager	Passeriformes	Cardinalidae	34CA36B2	
heptan	2023	33866	species	Piranga flava	Hepatic Tanager	Passeriformes	Cardinalidae	083E787F	
heptan1	2023	33867	issf	Piranga flava [hepatica Group]	Hepatic Tanager (Northern)	Passeriformes	Cardinalidae		
heptan2	2023	33873	issf	Piranga flava [lutea Group]	Hepatic Tanager (Highland)	Passeriformes	Cardinalidae		
heptan3	2023	33880	issf	Piranga flava [flava Group]	Hepatic Tanager (Lowland)	Passeriformes	Cardinalidae		
sumtan	2023	33885	species	Piranga rubra	Summer Tanager	Passeriformes	Cardinalidae	891798D9	
scatan	2023	33889	species	Piranga olivacea	Scarlet Tanager	Passeriformes	Cardinalidae	42101632	
westan	2023	33892	species	Piranga ludoviciana	Western Tanager	Passeriformes	Cardinalidae	0ADA5F17	
flctan	2023	33895	species	Piranga bidentata	Flame-colored Tanager	Passeriformes	Cardinalidae	3C3C23CA	
whwtan1	2023	33902	species	Piranga leucoptera	White-winged Tanager	Passeriformes	Cardinalidae	CA0D68AE	
rehtan1	2023	33907	species	Piranga erythrocephala	Red-headed Tanager	Passeriformes	Cardinalidae	26AED277	
rehtan2	2023	33910	species	Piranga rubriceps	Red-hooded Tanager	Passeriformes	Cardinalidae	0830FB52	
rcatan1	2023	33912	species	Habia rubica	Red-crowned Ant-Tanager	Passeriformes	Cardinalidae	C9041130	
recant1	2023	33913	issf	Habia rubica [rubicoides Group]	Red-crowned Ant-Tanager (Northern)	Passeriformes	Cardinalidae		
recant2	2023	33921	issf	Habia rubica [rubra Group]	Red-crowned Ant-Tanager (Scarlet-throated)	Passeriformes	Cardinalidae		
recant3	2023	33930	issf	Habia rubica rubica/bahiae	Red-crowned Ant-Tanager (Red)	Passeriformes	Cardinalidae		
rtatan1	2023	33933	species	Habia fuscicauda	Red-throated Ant-Tanager	Passeriformes	Cardinalidae	8DD1FA55	
retant1	2023	33934	issf	Habia fuscicauda [salvini Group]	Red-throated Ant-Tanager (Salvin's)	Passeriformes	Cardinalidae		
retant2	2023	33938	issf	Habia fuscicauda [fuscicauda Group]	Red-throated Ant-Tanager (Red-throated)	Passeriformes	Cardinalidae		
soatan1	2023	33942	species	Habia gutturalis	Sooty Ant-Tanager	Passeriformes	Cardinalidae	DFB36868	
bcatan1	2023	33943	species	Habia atrimaxillaris	Black-cheeked Ant-Tanager	Passeriformes	Cardinalidae	820B7430	
cratan1	2023	33944	species	Habia cristata	Crested Ant-Tanager	Passeriformes	Cardinalidae	231FAF07	
olitan1	2023	33946	species	Chlorothraupis carmioli	Carmiol's Tanager	Passeriformes	Cardinalidae	6C96417C	
cartan2	2023	33950	species	Chlorothraupis frenata	Yellow-lored Tanager	Passeriformes	Cardinalidae	F455871D	
