Scientific_name_eBird,English_name,Scientific_name_BirdLife,Continent,Peak_HTI,LowerCI_Peak_HTI,UpperCI_Peak_HTI,Conservative_HTI,LowerCI_Conservative_HTI,UpperCI_Conservative_HTI,Maximum_HTI,LowerCI_Maximum_HTI,UpperCI_Maximum_HTI,Missing_resampling_replicates
Agapornis fischeri,Fischer's Lovebird,Agapornis fischeri,Africa,13.75833333,13.16921689,14.34744978,25.32708333,25.0840396,25.57012707,34.47916667,34.23934215,34.71899118,2
Agapornis personatus,Yellow-collared Lovebird,Agapornis personatus,Africa,15.426,15.26426469,15.58773531,23.066,22.92635162,23.20564838,27.64,27.5077286,27.7722714,0
Agapornis pullarius,Red-headed Lovebird,Agapornis pullarius,Africa,20.746,20.48176435,21.01023565,33.452,33.158729,33.745271,42.908,42.62477504,43.19122496,0
Agapornis roseicollis,Rosy-faced Lovebird,Agapornis roseicollis,North_America,27.65652174,24.91829504,30.39474844,41.53695652,40.51437061,42.55954244,44.99782609,44.18254309,45.81310909,4
Agelaioides badius,Grayish Baywing,Agelaioides badius,Latin_America,50,50,50,50,50,50,50,50,50,0
Agelaioides fringillarius,Pale Baywing,Agelaioides fringillarius,Latin_America,13.846,13.49169608,14.20030392,35.3,34.62428033,35.97571967,49.838,49.68792499,49.98807501,0
Agelaius assimilis,Red-shouldered Blackbird,Agelaius assimilis,Latin_America,26.46046512,22.42266897,30.49826126,28.80232558,25.12291676,32.4817344,30.66744186,27.22285848,34.11202524,7
Agelaius phoeniceus,Red-winged Blackbird,Agelaius phoeniceus,North_America,26.066,25.77201656,26.35998344,49.58,49.46896098,49.69103902,50,50,50,0
Agelaius phoeniceus,Red-winged Blackbird,Agelaius phoeniceus,Latin_America,29.9,29.72199671,30.07800329,40.054,39.96529216,40.14270784,44.132,44.01349275,44.25050725,0
Agelaius tricolor,Tricolored Blackbird,Agelaius tricolor,North_America,20.84,20.65839568,21.02160432,30.426,30.35510796,30.49689204,38.632,38.50233513,38.76166487,0
Agelasticus cyanopus,Unicolored Blackbird,Agelasticus cyanopus,Latin_America,37.068,36.72929636,37.40670364,43.066,42.96733707,43.16466293,46.508,46.11713504,46.89886496,0
Agelasticus thilius,Yellow-winged Blackbird,Agelasticus thilius,Latin_America,50,50,50,50,50,50,50,50,50,0
Aglaeactis castelnaudii,White-tufted Sunbeam,Aglaeactis castelnaudii,Latin_America,6.1,5.173964391,7.026035609,15.6106383,13.86044764,17.36082895,17.72340426,16.10120629,19.34560222,3
Aglaeactis cupripennis,Shining Sunbeam,Aglaeactis cupripennis,Latin_America,8.959183673,8.31670991,9.601657437,24.93469388,24.67515022,25.19423753,42.33265306,41.87574875,42.78955737,1
Aglaiocercus coelestis,Violet-tailed Sylph,Aglaiocercus coelestis,Latin_America,7.322,6.812921289,7.831078711,14.164,13.20999133,15.11800867,17.212,16.33820872,18.08579128,0
Aglaiocercus kingii,Long-tailed Sylph,Aglaiocercus kingii,Latin_America,9.406,7.440553761,11.37144624,34.98,34.54623185,35.41376815,37.796,37.46280107,38.12919893,0
Agricola infuscatus,Chat Flycatcher,Agricola infuscatus,Africa,0.155319149,0,0.357269463,8.236170213,7.900854598,8.571485828,17.78510638,17.02041835,18.54979441,3
Agricola pallidus,Pale Flycatcher,Agricola pallidus,Africa,9.75,7.981795499,11.5182045,48.98478261,48.51879937,49.45076585,49.59565217,49.22790727,49.96339708,4
Agriornis lividus,Great Shrike-Tyrant,Agriornis lividus,Latin_America,19.312,18.95792108,19.66607892,31.82,31.44413496,32.19586504,40.568,39.99109071,41.14490929,0
Agriornis montanus,Black-billed Shrike-Tyrant,Agriornis montanus,Latin_America,0.236,0.035718013,0.436281987,17.962,17.79477533,18.12922467,32.274,32.13389857,32.41410143,0
Agriornis murinus,Lesser Shrike-Tyrant,Agriornis murinus,Latin_America,0,0,0,9.273469388,8.739485161,9.807453615,20.0122449,19.20224532,20.82224447,1
Aidemosyne modesta,Plum-headed Finch,Neochmia modesta,Oceania,8.693877551,7.790849666,9.596905436,31.50612245,30.8899494,32.1222955,49.58979592,49.40203742,49.77755442,1
Ailuroedus crassirostris,Green Catbird,Ailuroedus crassirostris,Oceania,2.118,1.569813077,2.666186923,17.572,17.38693761,17.75706239,36.636,36.31414068,36.95785932,0
Ailuroedus maculosus,Spotted Catbird,Ailuroedus melanotis,Oceania,0,0,0,13.75,13.51882653,13.98117347,25.338,25.11171594,25.56428406,0
Aimophila notosticta,Oaxaca Sparrow,Aimophila notosticta,Latin_America,10.13,9.590928779,10.66907122,23.75,23.39354387,24.10645613,34.646,34.43642592,34.85557408,0
Aimophila rufescens,Rusty Sparrow,Aimophila rufescens,Latin_America,17.512,16.8212922,18.2027078,48.778,48.3194935,49.2365065,49.368,49.043632,49.692368,0
Aimophila ruficeps,Rufous-crowned Sparrow,Aimophila ruficeps,North_America,0.072,0.006435427,0.137564573,24.76,24.03438916,25.48561084,41.586,41.23292689,41.93907311,0
Aimophila ruficeps,Rufous-crowned Sparrow,Aimophila ruficeps,Latin_America,16.32,13.15842519,19.48157481,42.002,41.72710185,42.27689815,44.244,43.85909607,44.62890393,0
Aix galericulata,Mandarin Duck,Aix galericulata,Asia,11.49148936,9.300031946,13.68294678,48.62978723,48.06239783,49.19717664,50,50,50,3
Aix sponsa,Wood Duck,Aix sponsa,North_America,24.258,23.91343623,24.60256377,49.41,49.27498406,49.54501594,50,50,50,0
Akletos goeldii,Goeldi's Antbird,Akletos goeldii,Latin_America,1.898,1.541848539,2.254151461,6.944,6.71700871,7.17099129,9.306,9.178371358,9.433628642,0
Akletos melanoceps,White-shouldered Antbird,Akletos melanoceps,Latin_America,0.058,0,0.13334599,11.15,10.98296656,11.31703344,26.768,26.37610371,27.15989629,0
Alaemon alaudipes,Greater Hoopoe-Lark,Alaemon alaudipes,Africa,0.329166667,0.119499084,0.538834249,14.975,13.49947676,16.45052324,34.81458333,33.63471386,35.99445281,2
Alaemon alaudipes,Greater Hoopoe-Lark,Alaemon alaudipes,Asia,0,0,0,8.858,8.632563762,9.083436238,20.886,20.55443718,21.21756282,0
Alauda arvensis,Eurasian Skylark,Alauda arvensis,Oceania,20.956,20.63421773,21.27778227,36.404,36.28704199,36.52095801,46.06,45.89588908,46.22411092,0
Alauda arvensis,Eurasian Skylark,Alauda arvensis,North_America,1.21,0.780151988,1.639848012,14.112,13.71020668,14.51379332,32.976,32.40121845,33.55078155,0
Alauda arvensis,Eurasian Skylark,Alauda arvensis,Africa,21.362,21.10311874,21.62088126,29.142,28.96069595,29.32330405,34.936,34.69137715,35.18062285,0
Alauda arvensis,Eurasian Skylark,Alauda arvensis,Europe,19.83,19.61719567,20.04280433,38.25,38.14745901,38.35254099,49.418,49.28779177,49.54820823,0
Alauda gulgula,Oriental Skylark,Alauda gulgula,Asia,28.856,28.63218685,29.07981315,41.43,41.24440947,41.61559053,47.198,46.87518483,47.52081517,0
Alaudala cheleensis,Asian Short-toed Lark,Alaudala rufescens,Asia,0.206,0.061227113,0.350772887,7.34,7.143739597,7.536260403,15.156,14.91620029,15.39579971,0
Alaudala heinei,Turkestan Short-toed Lark,Alaudala rufescens,Asia,6.906521739,5.825142875,7.987900603,21.3826087,19.53826858,23.22694881,29.72173913,28.44672768,30.99675058,4
Alaudala raytal,Sand Lark,Alaudala raytal,Asia,19.27142857,17.50346858,21.03938856,37.36530612,37.07998986,37.65062239,45.81632653,45.32821486,46.3044382,1
Alaudala rufescens,Mediterranean Short-toed Lark,Alaudala rufescens,Africa,8.736,8.107596988,9.364403012,18.656,17.3951715,19.9168285,30.238,29.16293569,31.31306431,0
Alaudala rufescens,Mediterranean Short-toed Lark,Alaudala rufescens,Asia,12.72790698,11.1935067,14.26230725,21.77906977,20.49349263,23.06464691,26.88139535,25.79732718,27.96546352,7
Alaudala rufescens,Mediterranean Short-toed Lark,Alaudala rufescens,Europe,19.796,19.64491543,19.94708457,31.328,31.06940759,31.58659241,40.814,40.65217102,40.97582898,0
Alaudala somalica,Somali Short-toed Lark,Alaudala somalica,Africa,8.52,8.424936013,8.615063987,11.836,11.64129846,12.03070154,17.75,17.39854516,18.10145484,0
Alcedo atthis,Common Kingfisher,Alcedo atthis,Europe,35.878,35.64094103,36.11505897,47.584,47.39637524,47.77162476,49.892,49.83634542,49.94765458,0
Alcedo atthis,Common Kingfisher,Alcedo atthis,Africa,31.772,30.76525948,32.77874052,47.05,46.45496676,47.64503324,49.708,49.51013731,49.90586269,0
Alcedo atthis,Common Kingfisher,Alcedo atthis,Asia,30.112,29.70226214,30.52173786,49.854,49.78604482,49.92195518,50,50,50,0
Alcedo coerulescens,Small Blue Kingfisher,Alcedo coerulescens,Asia,30.86363636,28.40959488,33.31767785,47.925,47.27564114,48.57435886,49.96136364,49.91107642,50,6
Alcedo meninting,Blue-eared Kingfisher,Alcedo meninting,Asia,1.141666667,0.588261325,1.695072008,31.50416667,30.45181448,32.55651885,47.23541667,46.76579249,47.70504084,2
Alcedo quadribrachys,Shining-blue Kingfisher,Alcedo quadribrachys,Africa,1.048,0.626812477,1.469187523,18.114,17.53478416,18.69321584,28.82,28.61864648,29.02135352,0
Alcedo semitorquata,Half-collared Kingfisher,Alcedo semitorquata,Africa,18.18,17.46125647,18.89874353,34.262,34.00811589,34.51588411,44.482,44.06699965,44.89700035,0
Alcippe hueti,Huet's Fulvetta,Alcippe morrisonia,Asia,2.864583333,2.160727914,3.568438753,15.53333333,14.40842836,16.65823831,34.19791667,33.1589322,35.23690113,2
Alcippe morrisonia,Morrison's Fulvetta,Alcippe morrisonia,Asia,10.884,10.36576143,11.40223857,23.73,23.37995912,24.08004088,34.742,34.50065616,34.98334384,0
Alcippe nipalensis,Nepal Fulvetta,Alcippe nipalensis,Asia,10.66666667,9.933145606,11.40018773,19.11041667,18.20682265,20.01401068,23.22291667,22.44093839,24.00489494,2
Alcippe peracensis,Mountain Fulvetta,Alcippe peracensis,Asia,21.32291667,19.29961494,23.3462184,43.14583333,42.08602804,44.20563862,48.15,47.38006909,48.91993091,2
Alcippe poioicephala,Brown-cheeked Fulvetta,Alcippe poioicephala,Asia,6.35,5.641057745,7.058942255,14.75,14.5463251,14.9536749,23.11,22.91906764,23.30093236,0
Alectoris barbara,Barbary Partridge,Alectoris barbara,Africa,7.206,5.97696211,8.43503789,40.494,39.74667731,41.24132269,49.512,49.23807704,49.78592296,0
Alectoris chukar,Chukar,Alectoris chukar,Asia,0.5625,0,1.293651533,44.38333333,44.0166596,44.75000707,49.22916667,48.98546998,49.47286336,2
Alectoris chukar,Chukar,Alectoris chukar,Europe,7.542,6.832165988,8.251834012,39.466,39.03873391,39.89326609,43.806,43.58193309,44.03006691,0
Alectoris chukar,Chukar,Alectoris chukar,North_America,0.372916667,0.090347968,0.655485365,28.56666667,27.07724683,30.0560865,40.80208333,40.13748908,41.46667759,2
Alectoris graeca,Rock Partridge,Alectoris graeca,Europe,2.726086957,1.898892764,3.553281149,19.89565217,19.32608107,20.46522328,34.43043478,34.10184425,34.75902531,4
Alectoris rufa,Red-legged Partridge,Alectoris rufa,Europe,13.18,12.56298768,13.79701232,36.7,36.51628393,36.88371607,46.98,46.75869873,47.20130127,0
Alectroenas madagascariensis,Madagascar Blue-Pigeon,Alectroenas madagascariensis,Africa,2.002040816,1.288762274,2.715319359,13.92040816,13.6890478,14.15176853,22.64285714,22.05169916,23.23401513,1
Alectrurus risora,Strange-tailed Tyrant,Alectrurus risora,Latin_America,0.342,0.025093937,0.658906063,8.932,8.541971245,9.322028755,15.626,15.35518334,15.89681666,0
Alectura lathami,Australian Brushturkey,Alectura lathami,Oceania,48,46.18168248,49.81831752,50,50,50,50,50,50,0
Alethe castanea,Fire-crested Alethe,Alethe castanea,Africa,0.764,0.363320486,1.164679514,11.234,10.77512829,11.69287171,19.302,19.10114346,19.50285654,0
Alethe diademata,White-tailed Alethe,Alethe diademata,Africa,0.242,0.015496881,0.468503119,10.64,10.41210501,10.86789499,21.346,21.07491895,21.61708105,0
Alipiopsitta xanthops,Yellow-faced Parrot,Alipiopsitta xanthops,Latin_America,23.342,22.74362099,23.94037901,32.616,32.40065025,32.83134975,37.834,37.5508536,38.1171464,0
Alisterus scapularis,Australian King-Parrot,Alisterus scapularis,Oceania,2.914,1.394933777,4.433066223,44.186,44.03865222,44.33334778,46.904,46.67671152,47.13128848,0
Allenia fusca,Scaly-breasted Thrasher,Allenia fusca,Latin_America,0.197916667,0,0.455173687,32.99375,31.76392753,34.22357247,49.86666667,49.69880049,50,2
Alopecoenas xanthonurus,White-throated Ground Dove,Alopecoenas xanthonurus,Oceania,15.63863636,13.24979162,18.02748111,40.36136364,39.01464108,41.70808619,49.75909091,49.49695306,50,6
Alophoixus flaveolus,White-throated Bulbul,Alophoixus flaveolus,Asia,5.6375,4.645235593,6.629764407,24.9875,23.33116283,26.64383717,35.19375,33.97632141,36.41117859,2
Alophoixus ochraceus,Ochraceous Bulbul,Alophoixus ochraceus,Asia,0.732653061,0.322304573,1.14300155,14.54081633,14.19658058,14.88505208,27.54897959,27.09310193,28.00485726,1
Alophoixus pallidus,Puff-throated Bulbul,Alophoixus pallidus,Asia,1.993877551,1.370960396,2.616794706,15.83265306,14.90024274,16.76506339,25.73469388,25.02742876,26.44195899,1
Alophoixus phaeocephalus,Yellow-bellied Bulbul,Alophoixus phaeocephalus,Asia,2.082608696,1.398690106,2.766527285,11.46304348,11.1246389,11.80144806,18.27391304,17.87129825,18.67652783,4
Alopochelidon fucata,Tawny-headed Swallow,Alopochelidon fucata,Latin_America,35.346,35.27664026,35.41535974,41.11,41.02396953,41.19603047,43.004,42.88028758,43.12771242,0
Alopochen aegyptiaca,Egyptian Goose,Alopochen aegyptiaca,Africa,50,50,50,50,50,50,50,50,50,1
Alopochen aegyptiaca,Egyptian Goose,Alopochen aegyptiaca,Europe,50,50,50,50,50,50,50,50,50,0
Alopochen aegyptiaca,Egyptian Goose,Alopochen aegyptiaca,Asia,44.08571429,42.78269473,45.38873384,49.7244898,49.57374988,49.87522971,49.9244898,49.86847428,49.98050531,1
Amadina fasciata,Cut-throat,Amadina fasciata,Africa,15.764,15.39617889,16.13182111,38.92,38.3705165,39.4694835,46.882,46.26451129,47.49948871,0
Amandava amandava,Red Avadavat,Amandava amandava,Asia,30.964,30.76554916,31.16245084,43.198,43.04983734,43.34616266,48.146,47.83641375,48.45558625,0
Amandava amandava,Red Avadavat,Amandava amandava,Europe,29.34081633,29.2216558,29.45997685,34.20612245,34.07234518,34.33989972,38.2244898,38.10120659,38.347773,1
Amandava subflava,Zebra Waxbill,Amandava subflava,Africa,22.336,22.10261698,22.56938302,38.708,38.37014343,39.04585657,48.646,48.3055768,48.9864232,0
Amaurolimnas concolor,Uniform Crake,Amaurolimnas concolor,Latin_America,21.626,21.44497274,21.80702726,26.842,26.75958103,26.92441897,30.906,30.6614715,31.1505285,0
Amaurornis moluccana,Pale-vented Bush-hen,Amaurornis moluccana,Oceania,43.90243902,40.53140993,47.27346812,50,50,50,50,50,50,9
Amaurornis olivacea,Plain Bush-hen,Amaurornis olivacea,Asia,19.51041667,16.6956111,22.32522223,32.77291667,31.66926766,33.87656568,37.77708333,37.41721474,38.13695193,2
Amaurornis phoenicurus,White-breasted Waterhen,Amaurornis phoenicurus,Asia,34.648,34.40378635,34.89221365,49.594,49.43813782,49.74986218,49.984,49.9632149,50,0
Amazilia boucardi,Mangrove Hummingbird,Amazilia boucardi,Latin_America,41.86046512,38.1519505,45.56897973,50,50,50,50,50,50,7
Amazilia luciae,Honduran Emerald,Amazilia luciae,Latin_America,16.21836735,15.40027147,17.03646322,20.62040816,20.50324893,20.73756739,21.99591837,21.8576781,22.13415863,1
Amazilia rutila,Cinnamon Hummingbird,Amazilia rutila,Latin_America,35.686,35.07305335,36.29894665,49.908,49.78848567,50,49.95,49.88504656,50,0
Amazilia tzacatl,Rufous-tailed Hummingbird,Amazilia tzacatl,Latin_America,23.708,23.37873387,24.03726613,49.562,49.43857019,49.68542981,50,50,50,0
Amazilia yucatanensis,Buff-bellied Hummingbird,Amazilia yucatanensis,Latin_America,30.94,29.90375176,31.97624824,40.51,40.25378359,40.76621641,45.312,45.04624557,45.57775443,0
Amazilia yucatanensis,Buff-bellied Hummingbird,Amazilia yucatanensis,North_America,44.26046512,41.36847032,47.15245991,49.28139535,48.92277714,49.64001356,49.43953488,49.15973068,49.71933909,7
Amazona aestiva,Turquoise-fronted Parrot,Amazona aestiva,Latin_America,12.55714286,8.238951802,16.87533391,50,50,50,50,50,50,8
Amazona agilis,Black-billed Parrot,Amazona agilis,Latin_America,8.47826087,6.134193365,10.82232837,18.29565217,16.12490461,20.46639974,21.55434783,19.57905101,23.52964464,4
Amazona albifrons,White-fronted Parrot,Amazona albifrons,Latin_America,20.786,20.6598042,20.9121958,40.892,40.74087531,41.04312469,50,50,50,0
Amazona amazonica,Orange-winged Parrot,Amazona amazonica,Latin_America,0.036,0,0.082766476,50,50,50,50,50,50,0
Amazona arausiaca,Red-necked Parrot,Amazona arausiaca,Latin_America,1.357142857,0.733355108,1.980930606,11.86122449,11.55051099,12.17193798,16.55102041,16.2721796,16.82986122,1
Amazona autumnalis,Red-lored Parrot,Amazona autumnalis,North_America,4.0025,1.495694143,6.509305857,28.8225,24.04175616,33.60324384,29.7675,25.16767274,34.36732726,10
Amazona autumnalis,Red-lored Parrot,Amazona autumnalis,Latin_America,8.552,8.168493025,8.935506975,30.684,30.51507579,30.85292421,45.068,44.90636565,45.22963435,0
Amazona collaria,Yellow-billed Parrot,Amazona collaria,Latin_America,2.469387755,1.648186604,3.290588906,15.83673469,15.47806161,16.19540777,24.33061224,23.94626659,24.7149579,1
Amazona dufresniana,Blue-cheeked Parrot,Amazona dufresniana,Latin_America,1.166,0.761916516,1.570083484,8.182,7.898389823,8.465610177,11.182,11.00599342,11.35800658,0
Amazona farinosa,Mealy Parrot,Amazona farinosa,Latin_America,0.036,0,0.082766476,12.022,11.80697258,12.23702742,30.268,29.90628428,30.62971572,0
Amazona festiva,Festive Parrot,Amazona festiva,Latin_America,0.558,0,1.282880382,19.928,18.54343926,21.31256074,30.518,29.87561333,31.16038667,0
Amazona finschi,Lilac-crowned Parrot,Amazona finschi,North_America,36.43673469,35.01575076,37.85771863,39.91632653,39.40725016,40.4254029,41.52857143,41.23751433,41.81962853,1
Amazona leucocephala,Cuban Parrot,Amazona leucocephala,Latin_America,12.23,11.5479264,12.9120736,39.008,38.32268644,39.69331356,50,50,50,0
Amazona mercenarius,Scaly-naped Parrot,Amazona mercenarius,Latin_America,2.638,2.034271461,3.241728539,28.372,27.1930869,29.5509131,39.266,38.72997387,39.80202613,0
Amazona ochrocephala,Yellow-crowned Parrot,Amazona ochrocephala,Latin_America,50,50,50,50,50,50,50,50,50,0
Amazona viridigenalis,Red-crowned Parrot,Amazona viridigenalis,North_America,40.302,40.08012397,40.52387603,44.026,43.95618493,44.09581507,45.728,45.65275006,45.80324994,0
Amazona xantholora,Yellow-lored Parrot,Amazona xantholora,Latin_America,6.46,5.635342385,7.284657615,18.866,18.46777168,19.26422832,25.88,25.6985095,26.0614905,0
Amazonetta brasiliensis,Brazilian Teal,Amazonetta brasiliensis,Latin_America,16.024,15.71449497,16.33350503,37.822,37.67213627,37.97186373,49.998,49.99540186,50,0
Amblycercus holosericeus,Yellow-billed Cacique,Amblycercus holosericeus,Latin_America,1.395744681,0.826112708,1.965376653,36.02978723,34.32438945,37.73518502,44.53617021,43.72729045,45.34504997,3
Amblyospiza albifrons,Grosbeak Weaver,Amblyospiza albifrons,Africa,35.38,33.99348073,36.76651927,42.838,42.55377845,43.12222155,45.2,44.93981535,45.46018465,0
Amblyramphus holosericeus,Scarlet-headed Blackbird,Amblyramphus holosericeus,Latin_America,7.16,6.452840442,7.867159558,25.296,24.99798262,25.59401738,43.26,42.94088657,43.57911343,0
Ammodramus aurifrons,Yellow-browed Sparrow,Ammodramus aurifrons,Latin_America,24.4,24.08681977,24.71318023,47.20204082,46.66946051,47.73462112,50,50,50,1
Ammodramus humeralis,Grassland Sparrow,Ammodramus humeralis,Latin_America,10.076,9.419330124,10.73266988,30.538,30.32478692,30.75121308,42.17,41.97077007,42.36922993,0
Ammodramus savannarum,Grasshopper Sparrow,Ammodramus savannarum,North_America,16.984,16.58780493,17.38019507,32.81,32.70506861,32.91493139,41.986,41.87734317,42.09465683,0
Ammodramus savannarum,Grasshopper Sparrow,Ammodramus savannarum,Latin_America,29.538,29.48863539,29.58736461,36.672,36.59127407,36.75272593,41.232,41.13334894,41.33065106,0
Ammomanes cinctura,Bar-tailed Lark,Ammomanes cinctura,Asia,0,0,0,6.326,6.212457633,6.439542367,14.728,14.54926145,14.90673855,0
Ammomanes cinctura,Bar-tailed Lark,Ammomanes cinctura,Africa,7.422,6.683393227,8.160606773,27.606,26.55302687,28.65897313,42.508,41.91618676,43.09981324,0
Ammomanes deserti,Desert Lark,Ammomanes deserti,Asia,0,0,0,13.234,12.88191152,13.58608848,30.972,30.63772617,31.30627383,0
Ammomanes deserti,Desert Lark,Ammomanes deserti,Africa,8.124,7.398194013,8.849805987,21.026,20.6839297,21.3680703,31.564,31.21505276,31.91294724,0
Ammomanes phoenicura,Rufous-tailed Lark,Ammomanes phoenicura,Asia,25.48,25.36013117,25.59986883,37.09,36.92782067,37.25217933,45.124,44.96986429,45.27813571,0
Ammoperdix griseogularis,See-see Partridge,Ammoperdix griseogularis,Asia,3.256,2.441569648,4.070430352,18.74,18.43363913,19.04636087,30.87,30.58302033,31.15697967,0
Ammoperdix heyi,Sand Partridge,Ammoperdix heyi,Asia,2.288,1.789222765,2.786777235,20.256,19.97138442,20.54061558,32.026,31.87964662,32.17235338,0
Ammospiza caudacuta,Saltmarsh Sparrow,Ammospiza caudacuta,North_America,0.56,0.207434687,0.912565313,22.85,21.51324674,24.18675326,48.106,47.68845603,48.52354397,0
Ammospiza leconteii,LeConte's Sparrow,Ammospiza leconteii,North_America,11.4,11.2402707,11.5597293,23.926,23.66431569,24.18768431,36.224,35.99347372,36.45452628,0
Ammospiza maritima,Seaside Sparrow,Ammospiza maritima,North_America,1.114285714,0.670636983,1.557934445,18.36122449,18.21457469,18.50787429,32.67959184,32.45551408,32.90366959,1
Ammospiza nelsoni,Nelson's Sparrow,Ammospiza nelsoni,North_America,0,0,0,14.264,13.81924323,14.70875677,36.27,35.67323289,36.86676711,0
Ampeliceps coronatus,Golden-crested Myna,Ampeliceps coronatus,Asia,3.3625,2.601525033,4.123474967,13.16041667,12.82172152,13.49911181,19.8375,19.4688648,20.2061352,2
Ampelioides tschudii,Scaled Fruiteater,Ampelioides tschudii,Latin_America,6.408,5.757979673,7.058020327,12.236,11.18594616,13.28605384,15.204,14.26853822,16.13946178,0
Ampelion rubrocristatus,Red-crested Cotinga,Ampelion rubrocristatus,Latin_America,12.558,12.27586546,12.84013454,29.022,28.75334166,29.29065834,40.576,40.3666446,40.7853554,0
Ampelornis griseiceps,Gray-headed Antbird,Ampelornis griseiceps,Latin_America,11.32790698,9.582890823,13.07292313,13.93255814,12.32430555,15.54081073,15.33023256,13.77917721,16.88128791,7
Amphispiza bilineata,Black-throated Sparrow,Amphispiza bilineata,Latin_America,0.076,0,0.174729228,16.36,16.13086914,16.58913086,38.468,38.1957468,38.7402532,0
Amphispiza bilineata,Black-throated Sparrow,Amphispiza bilineata,North_America,0.663265306,0.344930883,0.98159973,27.82857143,26.39468549,29.26245737,42.56734694,41.96126517,43.17342871,1
Amytornis striatus,Striated Grasswren,Amytornis striatus,Oceania,1.504,1.012844422,1.995155578,10.892,10.58224404,11.20175596,15.788,15.52589934,16.05010066,0
