Scientific_name_eBird,English_name,Scientific_name_BirdLife,Continent,Peak_HTI,LowerCI_Peak_HTI,UpperCI_Peak_HTI,Conservative_HTI,LowerCI_Conservative_HTI,UpperCI_Conservative_HTI,Maximum_HTI,LowerCI_Maximum_HTI,UpperCI_Maximum_HTI,Missing_resampling_replicates
Spinus lawrencei,Lawrence's Goldfinch,Spinus lawrencei,North_America,5.416,4.726692559,6.105307441,28.624,28.34740149,28.90059851,45.232,44.83589047,45.62810953,0
Spinus magellanicus,Hooded Siskin,Spinus magellanicus,Latin_America,31.848,31.42973,32.26627,46.23,46.03157,46.42843,50,50,50,0
Spinus notatus,Black-headed Siskin,Spinus notatus,Latin_America,14.232,13.16378,15.30022,48.372,47.97214,48.77186,49.87,49.70112,50,0
Spinus olivaceus,Olivaceous Siskin,Spinus olivaceus,Latin_America,7.379592,5.908063,8.85112,25.7449,24.43678,27.05302,40.08163,38.75332,41.40995,1
Spinus pinus,Pine Siskin,Spinus pinus,Latin_America,6.595556,5.7521,7.439011,28.45111,27.28537,29.61685,41.24222,40.75046,41.73398,5
Spinus psaltria,Lesser Goldfinch,Spinus psaltria,North_America,33.848,33.40272501,34.29327499,49.48,49.30571163,49.65428837,49.998,49.99540186,50,0
Spinus psaltria,Lesser Goldfinch,Spinus psaltria,Latin_America,35.634,35.35665,35.91135,44.952,44.89857,45.00543,47.814,47.62823,47.99977,0
Spinus siemiradzkii,Saffron Siskin,Spinus siemiradzkii,Latin_America,19.09,18.56177,19.61823,38.032,37.61596,38.44804,45.672,45.07465,46.26935,0
Spinus spinescens,Andean Siskin,Spinus spinescens,Latin_America,41.66667,37.8761,45.45723,50,50,50,50,50,50,8
Spinus spinus,Eurasian Siskin,Spinus spinus,Europe,2.481632653,1.846579496,3.11668581,31.80816327,31.14794489,32.46838164,49.81428571,49.69572425,49.93284718,1
Spinus spinus,Eurasian Siskin,Spinus spinus,Asia,36.458,36.37491512,36.54108488,44.812,44.71098923,44.91301077,49.382,49.25763619,49.50636381,0
Spinus tristis,American Goldfinch,Spinus tristis,North_America,27.578,27.24572579,27.91027421,49.356,49.20864521,49.50335479,50,50,50,0
Spinus uropygialis,Yellow-rumped Siskin,Spinus uropygialis,Latin_America,3.438,2.662618,4.213382,18.116,17.76074,18.47126,29,28.67788,29.32212,0
Spinus xanthogastrus,Yellow-bellied Siskin,Spinus xanthogastrus,Latin_America,1.882927,0.2601948,3.505659,32.29024,30.89888,33.68161,46.4561,45.39738,47.51481,9
Spiza americana,Dickcissel,Spiza americana,North_America,13.736,12.97488369,14.49711631,32.796,32.67481899,32.91718101,45.026,44.86831883,45.18368117,0
Spizaetus isidori,Black-and-chestnut Eagle,Spizaetus isidori,Latin_America,1.755102,1.222123,2.288081,11.51633,11.22156,11.81109,20.36939,20.11138,20.6274,1
Spizaetus melanoleucus,Black-and-white Hawk-Eagle,Spizaetus melanoleucus,Latin_America,0.092,0,0.2115143,10.748,10.51611,10.97989,27.352,26.85573,27.84827,0
Spizaetus ornatus,Ornate Hawk-Eagle,Spizaetus ornatus,Latin_America,0,0,0,9.998,9.824802,10.1712,23.782,23.52636,24.03764,0
Spizaetus tyrannus,Black Hawk-Eagle,Spizaetus tyrannus,Latin_America,1.534694,1.090438,1.97895,25.87347,25.14759,26.59935,42.13878,41.82792,42.44963,1
Spizella atrogularis,Black-chinned Sparrow,Spizella atrogularis,Latin_America,30.87,29.40819,32.33181,39.536,39.43403,39.63797,42.186,42.06195,42.31005,0
Spizella atrogularis,Black-chinned Sparrow,Spizella atrogularis,North_America,0,0,0,13.458,13.17898329,13.73701671,28.006,27.78403334,28.22796666,0
Spizella breweri,Brewer's Sparrow,Spizella breweri,North_America,0.102,0,0.234505016,15.98,15.75982209,16.20017791,33.828,33.58924007,34.06675993,0
Spizella pallida,Clay-colored Sparrow,Spizella pallida,North_America,17.486,17.1725487,17.7994513,37.706,37.53424317,37.87775683,49.196,49.05006373,49.34193627,0
Spizella passerina,Chipping Sparrow,Spizella passerina,Latin_America,38.98542,38.35664,39.6142,45.79792,45.31074,46.28509,47.59375,47.30756,47.87994,2
Spizella passerina,Chipping Sparrow,Spizella passerina,North_America,15.872,15.49091098,16.25308902,43.054,42.90692361,43.20107639,49.97,49.93102794,50,0
Spizella pusilla,Field Sparrow,Spizella pusilla,North_America,19.296,18.92748291,19.66451709,38.078,37.95754132,38.19845868,49.42,49.30760454,49.53239546,0
Spizelloides arborea,American Tree Sparrow,Passerella arborea,North_America,0,0,0,20.604,20.21484606,20.99315394,49.328,49.06423843,49.59176157,0
Spiziapteryx circumcincta,Spot-winged Falconet,Spiziapteryx circumcincta,Latin_America,1.485714,0.7726722,2.198756,19.65714,18.15497,21.15932,33.80204,32.6619,34.94218,1
Spizixos canifrons,Crested Finchbill,Spizixos canifrons,Asia,0.204,0,0.469010032,12.764,12.3996598,13.1283402,24.808,24.46180584,25.15419416,0
Spizixos semitorques,Collared Finchbill,Spizixos semitorques,Asia,16.052,15.87425849,16.22974151,30.8,30.58811204,31.01188796,42.592,42.3823395,42.8016605,0
Spizocorys fremantlii,Short-tailed Lark,Spizocorys fremantlii,Africa,4.810416667,3.979164888,5.641668445,19.96666667,19.399144,20.53418933,34.6,33.73195043,35.46804957,2
Spodiopsar cineraceus,White-cheeked Starling,Spodiopsar cineraceus,Asia,50,50,50,50,50,50,50,50,50,0
Spodiopsar sericeus,Red-billed Starling,Spodiopsar sericeus,Asia,22.36530612,19.77918181,24.95143044,48.51836735,47.91062613,49.12610856,50,50,50,1
Spodiornis rusticus,Slaty Finch,Spodiornis rusticus,Latin_America,2.989583,2.311582,3.667585,13.83542,12.81162,14.85922,24.10208,23.28301,24.92116,2
Sporathraupis cyanocephala,Blue-capped Tanager,Sporathraupis cyanocephala,Latin_America,9.76,9.198808,10.32119,28.556,28.23211,28.87989,38.094,37.93004,38.25796,0
Sporophila albogularis,White-throated Seedeater,Sporophila albogularis,Latin_America,1.5375,0.983097,2.091903,21.50625,20.97722,22.03528,35.88958,35.40225,36.37692,2
Sporophila americana,Wing-barred Seedeater,Sporophila americana,Latin_America,42.8449,40.70755,44.98225,50,50,50,50,50,50,1
Sporophila angolensis,Chestnut-bellied Seed-Finch,Sporophila angolensis,Latin_America,12.078,11.84287,12.31313,27.386,27.24125,27.53075,37.964,37.82151,38.10649,0
Sporophila ardesiaca,Dubois's Seedeater,Sporophila ardesiaca,Latin_America,11.33,10.39403,12.26597,23.352,22.54941,24.15459,35.76,35.12179,36.39821,0
Sporophila atrirostris,Black-billed Seed-Finch,Sporophila atrirostris,Latin_America,13.17,12.68563,13.65437,19.892,19.43676,20.34724,26.374,25.69598,27.05202,0
Sporophila bouvreuil,Copper Seedeater,Sporophila bouvreuil,Latin_America,0,0,0,10.666,10.49371,10.83829,26.026,25.61047,26.44153,0
Sporophila bouvronides,Lesson's Seedeater,Sporophila bouvronides,Latin_America,20.65918,19.29363,22.02474,43.03878,42.11132,43.96623,47.16531,46.32011,48.01051,1
Sporophila caerulescens,Double-collared Seedeater,Sporophila caerulescens,Latin_America,23.152,23.0784,23.2256,38.838,38.73043,38.94557,48.764,48.63326,48.89474,0
Sporophila castaneiventris,Chestnut-bellied Seedeater,Sporophila castaneiventris,Latin_America,28.85,27.77824,29.92176,45.548,44.60015,46.49585,46.542,45.73134,47.35266,0
Sporophila collaris,Rusty-collared Seedeater,Sporophila collaris,Latin_America,41.442,41.21874,41.66526,43.022,42.85162,43.19238,43.51,43.27352,43.74648,0
Sporophila corvina,Variable Seedeater,Sporophila corvina,Latin_America,14.532,13.65331,15.41069,41.65,41.01411,42.28589,49.996,49.9908,50,0
Sporophila frontalis,Buffy-fronted Seedeater,Sporophila frontalis,Latin_America,2.85,1.107448,4.592552,30.50455,28.2322,32.77689,44.8,43.96253,45.63747,6
Sporophila funerea,Thick-billed Seed-Finch,Sporophila funerea,Latin_America,15.21,14.97545,15.44455,32.106,31.95775,32.25425,42.61,42.44953,42.77047,0
Sporophila hypochroma,Rufous-rumped Seedeater,Sporophila hypochroma,Latin_America,28.0234,25.3772,30.66961,45.26809,44.18612,46.35005,48.64255,47.94354,49.34157,3
Sporophila hypoxantha,Tawny-bellied Seedeater,Sporophila hypoxantha,Latin_America,35.22292,33.03279,37.41305,48.28333,47.64651,48.92015,48.87292,48.43215,49.31369,2
Sporophila intermedia,Gray Seedeater,Sporophila intermedia,Latin_America,17.084,15.9126,18.2554,39.18,39.03999,39.32001,45.722,45.24558,46.19842,0
Sporophila leucoptera,White-bellied Seedeater,Sporophila leucoptera,Latin_America,30.754,30.11069,31.39731,42.512,42.41559,42.60841,43.676,43.38446,43.96754,0
Sporophila lineola,Lined Seedeater,Sporophila lineola,Latin_America,26.376,26.08475,26.66725,39.346,39.11641,39.57559,43.344,43.20777,43.48023,0
Sporophila luctuosa,Black-and-white Seedeater,Sporophila luctuosa,Latin_America,31.91,31.03028,32.78972,40.504,40.24244,40.76556,43.908,43.59707,44.21893,0
Sporophila minuta,Ruddy-breasted Seedeater,Sporophila minuta,Latin_America,20.564,20.34739,20.78061,37.282,37.15948,37.40452,48.036,47.843,48.229,0
Sporophila morelleti,Morelet's Seedeater,Sporophila morelleti,Latin_America,15.144,14.49728,15.79072,43.324,42.90183,43.74617,49.414,49.14057,49.68743,0
Sporophila murallae,Caqueta Seedeater,Sporophila murallae,Latin_America,23.756,23.41471,24.09729,37.6,36.92133,38.27867,46.342,45.67479,47.00921,0
Sporophila nigricollis,Yellow-bellied Seedeater,Sporophila nigricollis,Latin_America,26.224,26.0074,26.4406,43.88,43.73439,44.02561,49.796,49.67863,49.91337,0
Sporophila nuttingi,Nicaraguan Seed-Finch,Sporophila nuttingi,Latin_America,8.475,4.781625,12.16837,42.5175,40.23738,44.79762,47.72,46.39097,49.04903,10
Sporophila peruviana,Parrot-billed Seedeater,Sporophila peruviana,Latin_America,19.308,19.04206,19.57394,36.146,35.72783,36.56417,48.48,48.05205,48.90795,0
Sporophila pileata,Pearly-bellied Seedeater,Sporophila pileata,Latin_America,23.866,21.49294,26.23906,36.334,36.16288,36.50512,38.748,38.51886,38.97714,0
Sporophila plumbea,Plumbeous Seedeater,Sporophila plumbea,Latin_America,0,0,0,18.556,18.16823,18.94377,36.154,35.86233,36.44567,0
Sporophila ruficollis,Dark-throated Seedeater,Sporophila ruficollis,Latin_America,27.584,27.33779,27.83021,35.99,35.8645,36.1155,41.286,41.13301,41.43899,0
Sporophila schistacea,Slate-colored Seedeater,Sporophila schistacea,Latin_America,20.404,20.18921,20.61879,33.594,33.25303,33.93497,43.854,43.51043,44.19757,0
Sporophila simplex,Drab Seedeater,Sporophila simplex,Latin_America,23.04375,20.10188,25.98562,42.14167,40.7012,43.58213,43.28542,41.89752,44.67331,2
Sporophila telasco,Chestnut-throated Seedeater,Sporophila telasco,Latin_America,29.864,29.15827,30.56973,38.94,38.86144,39.01856,42.2,41.97564,42.42436,0
Sporophila torqueola,Cinnamon-rumped Seedeater,Sporophila torqueola,Latin_America,33.172,32.70686,33.63714,44.022,43.92399,44.12001,47.264,47.07906,47.44894,0
Sporopipes frontalis,Speckle-fronted Weaver,Sporopipes frontalis,Africa,6.356,5.813719506,6.898280494,20.17,19.82047112,20.51952888,32.946,32.78869495,33.10330505,0
Sporopipes squamifrons,Scaly Weaver,Sporopipes squamifrons,Africa,16.676,16.36596131,16.98603869,30.72,30.52507783,30.91492217,39.65,39.40768318,39.89231682,0
Stachyris nigriceps,Gray-throated Babbler,Stachyris nigriceps,Asia,12.45416667,11.75606481,13.15226852,25.81875,25.5195765,26.1179235,35.8,35.53069606,36.06930394,2
Stactolaema leucotis,White-eared Barbet,Stactolaema leucotis,Africa,48.08163265,47.44783558,48.71542973,49.71428571,49.49046376,49.93810767,49.86530612,49.70327228,50,1
Stactolaema olivacea,Green Barbet,Cryptolybia olivacea,Africa,2.352,1.946340601,2.757659399,14.206,13.93690308,14.47509692,23.912,23.66870758,24.15529242,0
Stagonopleura bella,Beautiful Firetail,Stagonopleura bella,Oceania,0.106,0,0.243701291,10.508,10.25474203,10.76125797,19.152,18.93072239,19.37327761,0
Stagonopleura guttata,Diamond Firetail,Stagonopleura guttata,Oceania,1.486,1.061152501,1.910847499,14.412,14.23424299,14.58975701,26.798,26.59327132,27.00272868,0
Stagonopleura oculata,Red-eared Firetail,Stagonopleura oculata,Oceania,29.71,29.18082001,30.23917999,34.884,34.7678457,35.0001543,37.016,36.90145802,37.13054198,0
Staphida castaniceps,Striated Yuhina,Staphida castaniceps,Asia,0.632,0.228875137,1.035124863,11.596,11.19279791,11.99920209,20.55,20.14742553,20.95257447,0
Starnoenas cyanocephala,Blue-headed Quail-Dove,Starnoenas cyanocephala,Latin_America,9.382979,7.98427,10.78169,15.3383,14.32208,16.35451,18.34043,17.36193,19.31892,3
Steatornis caripensis,Oilbird,Steatornis caripensis,Latin_America,8.43617,7.001604,9.870736,23.44255,21.28507,25.60003,32.75532,31.30955,34.20109,3
Stelgidillas gracilirostris,Slender-billed Greenbul,Stelgidillas gracilirostris,Africa,2.692,1.996054557,3.387945443,18.478,18.17843046,18.77756954,29.008,28.83253628,29.18346372,0
Stelgidopteryx ruficollis,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,Latin_America,47.148,45.8755,48.4205,50,50,50,50,50,50,0
Stelgidopteryx serripennis,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Latin_America,35.502,35.33133,35.67267,44.372,44.13006,44.61394,47.914,47.62153,48.20647,0
Stelgidopteryx serripennis,Northern Rough-winged Swallow,Stelgidopteryx serripennis,North_America,50,50,50,50,50,50,50,50,50,0
Stenostira scita,Fairy Flycatcher,Stenostira scita,Africa,4.57173913,3.012931718,6.130546543,17.50869565,15.8187516,19.1986397,25.56086957,24.13413373,26.9876054,4
Stephanoaetus coronatus,Crowned Eagle,Stephanoaetus coronatus,Africa,2.286666667,0.608445409,3.964887924,42.08888889,41.16265337,43.01512441,46.63555556,46.00247242,47.26863869,5
Stephanophorus diadematus,Diademed Tanager,Stephanophorus diadematus,Latin_America,0.122449,0.004844151,0.2400538,22.5102,21.72117,23.29923,39.93265,39.55183,40.31347,1
Stephanoxis lalandi,Green-crowned Plovercrest,Stephanoxis lalandi,Latin_America,1.108,0.5445802,1.67142,16.48,15.82836,17.13164,38.57,37.7749,39.3651,0
Stephanoxis loddigesii,Purple-crowned Plovercrest,Stephanoxis loddigesii,Latin_America,2.845833,2.027661,3.664006,19.16667,18.47086,19.86247,33.45625,32.7731,34.1394,2
Sterna acuticauda,Black-bellied Tern,Sterna acuticauda,Asia,14.536,12.57094158,16.50105842,34.268,34.06917881,34.46682119,35.612,35.50470643,35.71929357,0
Sterna aurantia,River Tern,Sterna aurantia,Asia,23.802,23.36428797,24.23971203,37.404,37.28367463,37.52432537,47.502,47.28805805,47.71594195,0
Sternoclyta cyanopectus,Violet-chested Hummingbird,Sternoclyta cyanopectus,Latin_America,21.54468,20.2977,22.79166,31.54468,30.56666,32.5227,38.12766,37.13095,39.12437,3
Sternula superciliaris,Yellow-billed Tern,Sternula superciliaris,Latin_America,0,0,0,38.188,37.60986,38.76614,43.58,43.2531,43.9069,0
Stictonetta naevosa,Freckled Duck,Stictonetta naevosa,Oceania,31.11,31.02254022,31.19745978,39.906,39.81207242,39.99992758,45.82,45.73115328,45.90884672,0
Stigmatura budytoides,Greater Wagtail-Tyrant,Stigmatura budytoides,Latin_America,0.966,0.501059,1.430941,25.208,24.81361,25.60239,39.756,39.43347,40.07853,0
Stilpnia cyanicollis,Blue-necked Tanager,Tangara cyanicollis,Latin_America,10.34,8.953451,11.72655,36.738,36.65345,36.82255,41.062,40.97893,41.14507,0
Stilpnia heinei,Black-capped Tanager,Tangara heinei,Latin_America,27.426,26.87899,27.97301,41.894,41.23928,42.54872,47.082,46.52347,47.64053,0
Stilpnia larvata,Golden-hooded Tanager,Tangara larvata,Latin_America,19.164,19.01402,19.31398,35.214,35.08478,35.34322,46.306,46.07348,46.53852,0
Stilpnia nigrocincta,Masked Tanager,Tangara nigrocincta,Latin_America,9.776,9.550855,10.00114,20.574,20.28857,20.85943,32.254,32.03322,32.47478,0
Stilpnia preciosa,Chestnut-backed Tanager,Tangara preciosa,Latin_America,1.456,0.9405762,1.971424,23.18,22.39082,23.96918,39.83,39.4369,40.2231,0
Stilpnia viridicollis,Silvery Tanager,Tangara viridicollis,Latin_America,28.726,27.58963,29.86237,32.052,31.75112,32.35288,33.052,32.38618,33.71782,0
Stilpnia vitriolina,Scrub Tanager,Tangara vitriolina,Latin_America,32.95306,32.15998,33.74615,49.6,49.44867,49.75133,50,50,50,1
Stiltia isabella,Australian Pratincole,Stiltia isabella,Oceania,0,0,0,12.00851064,11.37130047,12.6457208,29.94255319,28.83999809,31.04510829,3
Stiphrornis erythrothorax,Forest Robin,Stiphrornis erythrothorax,Africa,0.128,0.018143421,0.237856579,7.854,7.567525772,8.140474228,14.872,14.55749501,15.18650499,0
Stipiturus malachurus,Southern Emuwren,Stipiturus malachurus,Oceania,1.108,0.586720258,1.629279742,17.022,16.88350664,17.16049336,31.038,30.85911315,31.21688685,0
Stizoptera bichenovii,Double-barred Finch,Taeniopygia bichenovii,Oceania,26.186,25.42636707,26.94563293,44.77,44.58004419,44.95995581,48.532,48.32875878,48.73524122,0
Stomiopera flava,Yellow Honeyeater,Stomiopera flava,Oceania,49.20204082,48.79654798,49.60753366,50,50,50,50,50,50,1
Stomiopera unicolor,White-gaped Honeyeater,Stomiopera unicolor,Oceania,48.43877551,47.07274074,49.80481028,49.91020408,49.82847192,49.99193625,50,50,50,1
Strepera fuliginosa,Black Currawong,Strepera fuliginosa,Oceania,0.116,0.007384379,0.224615621,12.464,12.24866944,12.67933056,30.722,30.31047316,31.13352684,0
Strepera versicolor,Gray Currawong,Strepera versicolor,Oceania,0,0,0,25.55510204,24.33860196,26.77160212,49.96734694,49.93555619,49.99913769,1
Streptopelia capicola,Ring-necked Dove,Streptopelia capicola,Africa,7.71,7.095445776,8.324554224,43.65,43.26616969,44.03383031,50,50,50,0
Streptopelia decaocto,Eurasian Collared-Dove,Streptopelia decaocto,Asia,36.726,36.38154179,37.07045821,45.088,44.91293716,45.26306284,48.988,48.79454492,49.18145508,0
Streptopelia decaocto,Eurasian Collared-Dove,Streptopelia decaocto,Europe,40.146,39.80043574,40.49156426,49.968,49.9264298,50,50,50,50,0
Streptopelia decaocto,Eurasian Collared-Dove,Streptopelia decaocto,Africa,42.39,41.28729592,43.49270408,50,50,50,50,50,50,0
Streptopelia decipiens,Mourning Collared-Dove,Streptopelia decipiens,Africa,20.484,20.02720826,20.94079174,47.124,46.6708691,47.5771309,50,50,50,0
Streptopelia dusumieri,Philippine Collared-Dove,Streptopelia dusumieri,Oceania,28.92954545,24.52384916,33.33524175,50,50,50,50,50,50,6
Streptopelia hypopyrrha,Adamawa Turtle-Dove,Streptopelia hypopyrrha,Africa,33.888,32.3522901,35.4237099,47.488,46.87311645,48.10288355,49.856,49.66893409,50,0
Streptopelia lugens,Dusky Turtle-Dove,Streptopelia lugens,Africa,49,47.70093122,50,50,50,50,50,50,50,0
Streptopelia orientalis,Oriental Turtle-Dove,Streptopelia orientalis,Asia,50,50,50,50,50,50,50,50,50,0
Streptopelia picturata,Malagasy Turtle-Dove,Nesoenas picturatus,Africa,16.222,15.25004104,17.19395896,37.78,37.19430368,38.36569632,49.804,49.68511438,49.92288562,0
Streptopelia roseogrisea,African Collared-Dove,Streptopelia roseogrisea,Latin_America,34.772,33.7743,35.7697,47.718,47.22464,48.21136,49.734,49.49746,49.97054,0
Streptopelia roseogrisea,African Collared-Dove,Streptopelia roseogrisea,Africa,1.573469388,0.715553359,2.431385416,29.67142857,28.93738115,30.405476,47.95102041,47.54385556,48.35818525,1
Streptopelia semitorquata,Red-eyed Dove,Streptopelia semitorquata,Africa,39.298,38.76581858,39.83018142,49.792,49.68579044,49.89820956,49.992,49.98160745,50,0
Streptopelia senegalensis,Laughing Dove,Spilopelia senegalensis,Oceania,47.094,46.44994577,47.73805423,49.872,49.75486074,49.98913926,49.96,49.90803725,50,0
Streptopelia senegalensis,Laughing Dove,Spilopelia senegalensis,Africa,49.63673469,49.38357218,49.88989721,50,50,50,50,50,50,1
Streptopelia senegalensis,Laughing Dove,Spilopelia senegalensis,Europe,50,50,50,50,50,50,50,50,50,0
Streptopelia tranquebarica,Red Collared-Dove,Streptopelia tranquebarica,Asia,33.548,33.29829175,33.79770825,43.572,43.43164167,43.71235833,48.206,48.02434221,48.38765779,0
Streptopelia turtur,European Turtle-Dove,Streptopelia turtur,Africa,36.452,35.37743332,37.52656668,49.984,49.9632149,50,50,50,50,0
Streptopelia turtur,European Turtle-Dove,Streptopelia turtur,Europe,17.162,16.96542784,17.35857216,37.946,37.82066957,38.07133043,49.91,49.85331412,49.96668588,0
Streptopelia turtur,European Turtle-Dove,Streptopelia turtur,Asia,32.214,31.00720227,33.42079773,44.23,43.98242459,44.47757541,47.89,47.55036602,48.22963398,0
Streptopelia vinacea,Vinaceous Dove,Streptopelia vinacea,Africa,0.014893617,0,0.034258716,37.10638298,35.88983592,38.32293004,50,50,50,3
Streptoprocne rutila,Chestnut-collared Swift,Streptoprocne rutila,Latin_America,0.1040816,0,0.2393294,29.96531,29.13511,30.7955,49.50204,49.23339,49.77069,1
Streptoprocne semicollaris,White-naped Swift,Streptoprocne semicollaris,Latin_America,33.35918,31.71957,34.9988,41.43469,41.32438,41.54501,43.55918,43.40508,43.71329,1
Streptoprocne zonaris,White-collared Swift,Streptoprocne zonaris,Latin_America,10.728,10.32285,11.13315,33.756,33.57699,33.93501,48.592,48.25518,48.92882,0
Strix aluco,Tawny Owl,Strix aluco,Europe,12.07,11.49456343,12.64543657,34.836,34.40628806,35.26571194,49.71,49.57714404,49.84285596,0
Strix aluco,Tawny Owl,Strix aluco,Asia,13.89387755,12.61854945,15.16920566,29.28163265,28.09617747,30.46708784,40.1244898,39.87605512,40.37292447,1
Strix fulvescens,Fulvous Owl,Strix fulvescens,Latin_America,0,0,0,7.586,7.193707,7.978293,18.288,17.68866,18.88734,0
Strix hylophila,Rusty-barred Owl,Strix hylophila,Latin_America,0,0,0,9.071429,8.613918,9.528939,24.67755,23.70827,25.64683,1
Strix leptogrammica,Brown Wood-Owl,Strix leptogrammica,Asia,6.779166667,5.556161806,8.002171527,29.78125,28.51466455,31.04783545,43.41458333,42.81096062,44.01820605,2
Strix ocellata,Mottled Wood-Owl,Strix ocellata,Asia,19.9,18.73890186,21.06109814,36.806,36.36574728,37.24625272,43.666,43.34530163,43.98669837,0
Strix varia,Barred Owl,Strix varia,North_America,0.125531915,0.011225234,0.239838596,36.29148936,34.72790735,37.85507137,50,50,50,3
Strix woodfordii,African Wood-Owl,Strix woodfordii,Africa,0.128,0,0.25700447,28.078,27.74855715,28.40744285,48.69,48.33618166,49.04381834,0
Struthidea cinerea,Apostlebird,Struthidea cinerea,Oceania,0.238,0.05064968,0.42535032,26.178,25.22837298,27.12762702,44.888,44.49006532,45.28593468,0
Struthio camelus,Common Ostrich,Struthio camelus,Africa,0.72,0.357816892,1.082183108,16.378,16.2000629,16.5559371,31.036,30.84422137,31.22777863,0
Struthio molybdophanes,Somali Ostrich,Struthio molybdophanes,Africa,2.493023256,1.681480911,3.304565601,11.51395349,10.91960965,12.10829733,19.71860465,18.95618296,20.48102634,7
Sturnella magna,Eastern Meadowlark,Sturnella magna,North_America,20.446,20.27720428,20.61479572,34.236,34.08266181,34.38933819,44.424,44.28584177,44.56215823,0
Sturnella magna,Eastern Meadowlark,Sturnella magna,Latin_America,30.826,30.52762,31.12438,43.282,43.19593,43.36807,45.518,45.38853,45.64747,0
Sturnella neglecta,Western Meadowlark,Sturnella neglecta,North_America,11.514,11.25068355,11.77731645,30.494,30.26527805,30.72272195,42.842,42.71728222,42.96671778,0
Sturnella neglecta,Western Meadowlark,Sturnella neglecta,Latin_America,10.09,9.346143,10.83386,27.338,26.42556,28.25044,36.43,35.88967,36.97033,0
Sturnia blythii,Malabar Starling,Sturnia malabarica,Asia,12.514,12.31412253,12.71387747,19.444,19.18588429,19.70211571,29.954,29.67355215,30.23444785,0
Sturnia erythropygia,White-headed Starling,Sturnia erythropygia,Asia,1.41627907,0.615653712,2.216904428,20.23953488,17.86953156,22.60953821,30.27209302,28.41224112,32.13194493,7
Sturnia malabarica,Chestnut-tailed Starling,Sturnia malabarica,Asia,34.424,34.12613058,34.72186942,50,50,50,50,50,50,0
Sturnia pagodarum,Brahminy Starling,Sturnia pagodarum,Asia,32.312,32.11882997,32.50517003,42.588,42.49575734,42.68024266,47.36,47.18246168,47.53753832,0
Sturnus unicolor,Spotless Starling,Sturnus unicolor,Africa,42.20204082,41.29719354,43.10688809,50,50,50,50,50,50,1
Sturnus unicolor,Spotless Starling,Sturnus unicolor,Europe,34.84,34.33440091,35.34559909,49.996,49.99080372,50,50,50,50,0
Sturnus vulgaris,European Starling,Sturnus vulgaris,North_America,50,50,50,50,50,50,50,50,50,0
Sturnus vulgaris,European Starling,Sturnus vulgaris,Latin_America,49.138,48.76216,49.51384,50,50,50,50,50,50,0
Sturnus vulgaris,European Starling,Sturnus vulgaris,Asia,50,50,50,50,50,50,50,50,50,0
Sturnus vulgaris,European Starling,Sturnus vulgaris,Oceania,36.922,36.68042224,37.16357776,50,50,50,50,50,50,0
Sturnus vulgaris,European Starling,Sturnus vulgaris,Africa,50,50,50,50,50,50,50,50,50,2
Sturnus vulgaris,European Starling,Sturnus vulgaris,Europe,39.628,39.40763322,39.84836678,50,50,50,50,50,50,0
Sublegatus arenarum,Northern Scrub-Flycatcher,Sublegatus arenarum,Latin_America,19.7,18.78103,20.61897,40.804,40.43286,41.17514,47.73,47.24157,48.21843,0
Sublegatus modestus,Southern Scrub-Flycatcher,Sublegatus modestus,Latin_America,0,0,0,15.146,14.7932,15.4988,37.092,36.63783,37.54617,0
Sublegatus obscurior,Amazonian Scrub-Flycatcher,Sublegatus obscurior,Latin_America,2.80625,2.191143,3.421357,11.29792,11.10869,11.48714,18.89583,18.56284,19.22882,2
Sugomel nigrum,Black Honeyeater,Sugomel nigrum,Oceania,0,0,0,15.672,15.2362824,16.1077176,31.21,30.82840144,31.59159856,0
Suiriri suiriri,Suiriri Flycatcher,Suiriri suiriri,Latin_America,0,0,0,22.202,21.65336,22.75064,44.636,44.14489,45.12711,0
Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides,Asia,6.746,5.914494826,7.577505174,19.902,19.0076486,20.7963514,34.972,34.19340721,35.75059279,0
Surniculus lugubris,Square-tailed Drongo-Cuckoo,Surniculus lugubris,Asia,5.186046512,3.138308302,7.233784721,39.97674419,38.15880958,41.79467879,49.27674419,48.97891149,49.57457688,7
Sylvia abyssinica,African Hill Babbler,Sylvia abyssinica,Africa,5.89,5.058842489,6.721157511,21.418,20.05838106,22.77761894,26.832,25.73033215,27.93366785,0
Sylvia atricapilla,Eurasian Blackcap,Sylvia atricapilla,Europe,32.104,31.93846984,32.26953016,50,50,50,50,50,50,0
Sylvia atricapilla,Eurasian Blackcap,Sylvia atricapilla,Asia,9.948837209,7.308988412,12.58868601,50,50,50,50,50,50,7
Sylvia atriceps,Rwenzori Hill Babbler,Sylvia atriceps,Africa,1.914,1.154339867,2.673660133,17.85,16.91217545,18.78782455,24.03,23.30753573,24.75246427,0
Sylvia borin,Garden Warbler,Sylvia borin,Europe,23.316,23.18026612,23.45173388,45.208,45.04703182,45.36896818,50,50,50,0
Sylvia galinieri,Abyssinian Catbird,Sylvia galinieri,Africa,10.30638298,8.747195206,11.86557075,18.04468085,16.6740363,19.41532541,24.78085106,23.56721773,25.9944844,3
