Species1,Species2,Match.type,Match.notes,Avibase.ID1,Avibase.ID2,,,
Quiscalus nicaraguensis,Quiscalus nicaraguensis,1BL to 1eBird,,AVIBASE-D1DD7CD0,AVIBASE-D1DD7CD0,,,
Quiscalus niger,Quiscalus niger,1BL to 1eBird,,AVIBASE-E941AD9F,AVIBASE-E941AD9F,,,
Quiscalus quiscula,Quiscalus quiscula,1BL to 1eBird,,AVIBASE-8BBB3255,AVIBASE-8BBB3255,,,
Quoyornis georgianus,Eopsaltria georgiana,1BL to 1eBird,,AVIBASE-F5B2C19F,AVIBASE-F5B2C19F,,,
Radjah radjah,Radjah radjah,1BL to 1eBird,,AVIBASE-13B373F3,AVIBASE-13B373F3,,,
Rallicula forbesi,Rallina forbesi,1BL to 1eBird,,AVIBASE-5AD47186,AVIBASE-5AD47186,,,
Rallicula leucospila,Rallina leucospila,1BL to 1eBird,,AVIBASE-545ECAD4,AVIBASE-545ECAD4,,,
Rallicula mayri,Rallina mayri,1BL to 1eBird,,AVIBASE-8F99953C,AVIBASE-8F99953C,,,
Rallicula rubra,Rallina rubra,1BL to 1eBird,,AVIBASE-0934B6E1,AVIBASE-0934B6E1,,,
Rallina canningi,Rallina canningi,1BL to 1eBird,,AVIBASE-83C41CA8,AVIBASE-83C41CA8,,,
Rallina eurizonoides,Rallina eurizonoides,1BL to 1eBird,,AVIBASE-B056B57C,AVIBASE-B056B57C,,,
Rallina fasciata,Rallina fasciata,1BL to 1eBird,,AVIBASE-1DFAA1B7,AVIBASE-1DFAA1B7,,,
Rallina tricolor,Rallina tricolor,1BL to 1eBird,,AVIBASE-EBD8C251,AVIBASE-EBD8C251,,,
Rallus antarcticus,Rallus antarcticus,1BL to 1eBird,,AVIBASE-3DA5C1B9,AVIBASE-3DA5C1B9,,,
Rallus aquaticus,Rallus aquaticus,1BL to 1eBird,,AVIBASE-DE1D2DF4,AVIBASE-DE1D2DF4,,,
Rallus caerulescens,Rallus caerulescens,1BL to 1eBird,,AVIBASE-5B443EDE,AVIBASE-5B443EDE,,,
Rallus crepitans,Rallus crepitans,1BL to 1eBird,,AVIBASE-E893F98D,AVIBASE-E893F98D,,,
Rallus elegans,Rallus elegans,1BL to 1eBird,,AVIBASE-0BB84341,AVIBASE-0BB84341,,,
Rallus indicus,Rallus indicus,1BL to 1eBird,,AVIBASE-ACD9E3E1,AVIBASE-ACD9E3E1,,,
Rallus limicola,Rallus limicola,1BL to 1eBird,,AVIBASE-4880DC55,AVIBASE-4880DC55,,,
Rallus longirostris,Rallus longirostris,1BL to 1eBird,,AVIBASE-89DB7F74,AVIBASE-89DB7F74,,,
Rallus madagascariensis,Rallus madagascariensis,1BL to 1eBird,,AVIBASE-DBBFE96E,AVIBASE-DBBFE96E,,,
Rallus obsoletus,Rallus obsoletus,1BL to 1eBird,,AVIBASE-4185F617,AVIBASE-4185F617,,,
Rallus semiplumbeus,Rallus semiplumbeus,1BL to 1eBird,,AVIBASE-64D0CACB,AVIBASE-64D0CACB,,,
Rallus tenuirostris,Rallus tenuirostris,1BL to 1eBird,,AVIBASE-8C41ABD3,AVIBASE-8C41ABD3,,,
Rallus wetmorei,Rallus wetmorei,1BL to 1eBird,,AVIBASE-C452272A,AVIBASE-C452272A,,,
Ramphastos ambiguus,Ramphastos ambiguus,1BL to 1eBird,,AVIBASE-7C99DFAB,AVIBASE-7C99DFAB,,,
Ramphastos ariel,Ramphastos vitellinus,Many BL to 1eBird,,AVIBASE-EBDA00ED,AVIBASE-5C18D846,,,
Ramphastos brevis,Ramphastos brevis,1BL to 1eBird,,AVIBASE-D332D1C1,AVIBASE-D332D1C1,,,
Ramphastos citreolaemus,Ramphastos vitellinus,Many BL to 1eBird,,AVIBASE-A56AC7CA,AVIBASE-5C18D846,,,
Ramphastos culminatus,Ramphastos vitellinus,Many BL to 1eBird,,AVIBASE-8163B64B,AVIBASE-5C18D846,,,
Ramphastos cuvieri,Ramphastos tucanus,Many BL to 1eBird,,AVIBASE-90D8DD5C,AVIBASE-04EDD122,,,
Ramphastos dicolorus,Ramphastos dicolorus,1BL to 1eBird,,AVIBASE-6BACED1E,AVIBASE-6BACED1E,,,
Ramphastos sulfuratus,Ramphastos sulfuratus,1BL to 1eBird,,AVIBASE-BB0FBBA4,AVIBASE-BB0FBBA4,,,
Ramphastos toco,Ramphastos toco,1BL to 1eBird,,AVIBASE-D42641C0,AVIBASE-D42641C0,,,
Ramphastos tucanus,Ramphastos tucanus,Many BL to 1eBird,,AVIBASE-F1C48E20,AVIBASE-04EDD122,,,
Ramphastos vitellinus,Ramphastos vitellinus,Many BL to 1eBird,,AVIBASE-A7F57EE0,AVIBASE-5C18D846,,,
Ramphiculus epius,Ptilinopus epius,1BL to 1eBird,,AVIBASE-595C339A,AVIBASE-595C339A,,,
Ramphiculus fischeri,Ptilinopus fischeri,Many BL to 1eBird,,AVIBASE-69505704,AVIBASE-C7741CED,,,
Ramphiculus jambu,Ptilinopus jambu,1BL to 1eBird,,AVIBASE-8416E781,AVIBASE-8416E781,,,
Ramphiculus leclancheri,Ptilinopus leclancheri,1BL to 1eBird,,AVIBASE-E71B6E82,AVIBASE-E71B6E82,,,
Ramphiculus mangoliensis,Ptilinopus mangoliensis,1BL to 1eBird,,AVIBASE-401E8718,AVIBASE-401E8718,,,
Ramphiculus marchei,Ptilinopus marchei,1BL to 1eBird,,AVIBASE-96974565,AVIBASE-96974565,,,
Ramphiculus meridionalis,Ptilinopus fischeri,Many BL to 1eBird,,AVIBASE-E41C677F,AVIBASE-C7741CED,,,
Ramphiculus merrilli,Ptilinopus merrilli,1BL to 1eBird,,AVIBASE-EE491959,AVIBASE-EE491959,,,
Ramphiculus occipitalis,Ptilinopus occipitalis,1BL to 1eBird,,AVIBASE-23DE9E3D,AVIBASE-23DE9E3D,,,
Ramphiculus subgularis,Ptilinopus subgularis,1BL to 1eBird,,AVIBASE-E5F5E7D2,AVIBASE-E5F5E7D2,,,
Ramphocaenus melanurus,Ramphocaenus melanurus,1BL to many eBird,,AVIBASE-969787EA,AVIBASE-32BF3F02,,,
Ramphocaenus melanurus,Ramphocaenus sticturus,1BL to many eBird,,AVIBASE-969787EA,AVIBASE-7113E393,,,
Ramphocelus bresilius,Ramphocelus bresilius,1BL to 1eBird,,AVIBASE-99CA86E3,AVIBASE-99CA86E3,,,
Ramphocelus carbo,Ramphocelus carbo,1BL to 1eBird,,AVIBASE-EF01FD76,AVIBASE-EF01FD76,,,
Ramphocelus costaricensis,Ramphocelus passerinii,Many BL to 1eBird,,AVIBASE-2538DA15,AVIBASE-CF8B8AB4,,,
Ramphocelus dimidiatus,Ramphocelus dimidiatus,1BL to 1eBird,,AVIBASE-32121D98,AVIBASE-32121D98,,,
Ramphocelus flammigerus,Ramphocelus flammigerus,Many BL to 1eBird,,AVIBASE-B04DBAA2,AVIBASE-BCF7B722,,,
Ramphocelus icteronotus,Ramphocelus flammigerus,Many BL to 1eBird,,AVIBASE-E666597F,AVIBASE-BCF7B722,,,
Ramphocelus melanogaster,Ramphocelus melanogaster,1BL to 1eBird,,AVIBASE-FECD4A7C,AVIBASE-FECD4A7C,,,
Ramphocelus nigrogularis,Ramphocelus nigrogularis,1BL to 1eBird,,AVIBASE-73179694,AVIBASE-73179694,,,
Ramphocelus passerinii,Ramphocelus passerinii,Many BL to 1eBird,,AVIBASE-A6717C60,AVIBASE-CF8B8AB4,,,
Ramphocelus sanguinolentus,Ramphocelus sanguinolentus,1BL to 1eBird,,AVIBASE-690C5AB4,AVIBASE-690C5AB4,,,
Ramphocinclus brachyurus,Ramphocinclus brachyurus,1BL to 1eBird,,AVIBASE-55539291,AVIBASE-55539291,,,
Ramphocoris clotbey,Ramphocoris clotbey,1BL to 1eBird,,AVIBASE-9ADB6BA5,AVIBASE-9ADB6BA5,,,
Ramphodon naevius,Ramphodon naevius,1BL to 1eBird,,AVIBASE-4CAAC972,AVIBASE-4CAAC972,,,
Ramphomicron dorsale,Ramphomicron dorsale,1BL to 1eBird,,AVIBASE-868924FC,AVIBASE-868924FC,,,
Ramphomicron microrhynchum,Ramphomicron microrhynchum,1BL to 1eBird,,AVIBASE-B2CD184B,AVIBASE-B2CD184B,,,
Ramphotrigon fuscicauda,Ramphotrigon fuscicauda,1BL to 1eBird,,AVIBASE-872F0AA9,AVIBASE-872F0AA9,,,
Ramphotrigon megacephalum,Ramphotrigon megacephalum,1BL to 1eBird,,AVIBASE-3955CDE6,AVIBASE-3955CDE6,,,
Ramphotrigon ruficauda,Ramphotrigon ruficauda,1BL to 1eBird,,AVIBASE-2197445D,AVIBASE-2197445D,,,
Ramsayornis fasciatus,Ramsayornis fasciatus,1BL to 1eBird,,AVIBASE-0ECD9105,AVIBASE-0ECD9105,,,
Ramsayornis modestus,Ramsayornis modestus,1BL to 1eBird,,AVIBASE-8C34DEDF,AVIBASE-8C34DEDF,,,
Randia pseudozosterops,Randia pseudozosterops,1BL to 1eBird,,AVIBASE-317D64AD,AVIBASE-317D64AD,,,
Recurvirostra americana,Recurvirostra americana,1BL to 1eBird,,AVIBASE-8EB0C1FA,AVIBASE-8EB0C1FA,,,
Recurvirostra andina,Recurvirostra andina,1BL to 1eBird,,AVIBASE-30CBE57B,AVIBASE-30CBE57B,,,
Recurvirostra avosetta,Recurvirostra avosetta,1BL to 1eBird,,AVIBASE-C73ED2F5,AVIBASE-C73ED2F5,,,
Recurvirostra novaehollandiae,Recurvirostra novaehollandiae,1BL to 1eBird,,AVIBASE-DDFB54DB,AVIBASE-DDFB54DB,,,
Regulus calendula,Corthylio calendula,1BL to 1eBird,,AVIBASE-B60B1166,AVIBASE-B60B1166,,,
Regulus goodfellowi,Regulus goodfellowi,1BL to 1eBird,,AVIBASE-367F4CFC,AVIBASE-367F4CFC,,,
Regulus ignicapilla,Regulus ignicapilla,1BL to 1eBird,,AVIBASE-85B03849,AVIBASE-85B03849,,,
Regulus madeirensis,Regulus madeirensis,1BL to 1eBird,,AVIBASE-C92557B8,AVIBASE-C92557B8,,,
Regulus regulus,Regulus regulus,1BL to 1eBird,,AVIBASE-1C51C109,AVIBASE-1C51C109,,,
Regulus satrapa,Regulus satrapa,1BL to 1eBird,,AVIBASE-154BCCAE,AVIBASE-154BCCAE,,,
Reinwardtoena browni,Reinwardtoena browni,1BL to 1eBird,,AVIBASE-567966D3,AVIBASE-567966D3,,,
Reinwardtoena crassirostris,Reinwardtoena crassirostris,1BL to 1eBird,,AVIBASE-F7DED186,AVIBASE-F7DED186,,,
Reinwardtoena reinwardti,Reinwardtoena reinwardti,1BL to 1eBird,,AVIBASE-DA7BFF77,AVIBASE-DA7BFF77,,,
Remiz consobrinus,Remiz consobrinus,1BL to 1eBird,,AVIBASE-6D6870E3,AVIBASE-6D6870E3,,,
Remiz coronatus,Remiz coronatus,1BL to 1eBird,,AVIBASE-454B9078,AVIBASE-454B9078,,,
Remiz pendulinus,Remiz macronyx,1BL to many eBird,,AVIBASE-ABDD6D56,AVIBASE-64F9CBA7,,,
Remiz pendulinus,Remiz pendulinus,1BL to many eBird,Subspecies macronyx is recognized by eBird as Remiz macronyx,AVIBASE-ABDD6D56,AVIBASE-F81EB049,,,
Rhabdornis grandis,Rhabdornis grandis,1BL to 1eBird,,AVIBASE-7B63B7D9,AVIBASE-7B63B7D9,,,
Rhabdornis inornatus,Rhabdornis inornatus,1BL to 1eBird,,AVIBASE-1FE5D5C8,AVIBASE-1FE5D5C8,,,
Rhabdornis mystacalis,Rhabdornis mystacalis,1BL to 1eBird,,AVIBASE-2D92A49B,AVIBASE-2D92A49B,,,
Rhabdornis rabori,Rhabdornis rabori,1BL to 1eBird,,AVIBASE-BFBAA892,AVIBASE-BFBAA892,,,
Rhabdotorrhinus corrugatus,Rhabdotorrhinus corrugatus,1BL to 1eBird,,AVIBASE-9C62A324,AVIBASE-9C62A324,,,
Rhabdotorrhinus exarhatus,Rhabdotorrhinus exarhatus,1BL to 1eBird,,AVIBASE-C0BD105F,AVIBASE-C0BD105F,,,
Rhabdotorrhinus leucocephalus,Rhabdotorrhinus leucocephalus,1BL to 1eBird,,AVIBASE-400BE12E,AVIBASE-400BE12E,,,
Rhabdotorrhinus waldeni,Rhabdotorrhinus waldeni,1BL to 1eBird,,AVIBASE-522A2DFD,AVIBASE-522A2DFD,,,
Rhagologus leucostigma,Rhagologus leucostigma,1BL to 1eBird,,AVIBASE-61EACB38,AVIBASE-61EACB38,,,
Rhamphocharis crassirostris,Melanocharis crassirostris,Many BL to 1eBird,,AVIBASE-2D12BAFB,AVIBASE-F2B0E5A8,,,
Rhamphocharis piperata,Melanocharis crassirostris,Many BL to 1eBird,,AVIBASE-23BC4AD7,AVIBASE-F2B0E5A8,,,
Rhamphococcyx calyorhynchus,Rhamphococcyx calyorhynchus,1BL to 1eBird,,AVIBASE-A515DB77,AVIBASE-A515DB77,,,
Rhaphidura leucopygialis,Rhaphidura leucopygialis,1BL to 1eBird,,AVIBASE-737C55FF,AVIBASE-737C55FF,,,
Rhaphidura sabini,Rhaphidura sabini,1BL to 1eBird,,AVIBASE-1E12D857,AVIBASE-1E12D857,,,
Rhea americana,Rhea americana,1BL to 1eBird,,AVIBASE-00986B24,AVIBASE-00986B24,,,
Rhea pennata,Rhea pennata,Many BL to 1eBird,,AVIBASE-BA52A675,AVIBASE-590ADF92,,,
Rhea tarapacensis,Rhea pennata,Many BL to 1eBird,,AVIBASE-499B75D1,AVIBASE-590ADF92,,,
Rhegmatorhina berlepschi,Rhegmatorhina berlepschi,1BL to 1eBird,,AVIBASE-3B465A69,AVIBASE-3B465A69,,,
Rhegmatorhina cristata,Rhegmatorhina cristata,1BL to 1eBird,,AVIBASE-4CFC491A,AVIBASE-4CFC491A,,,
Rhegmatorhina gymnops,Rhegmatorhina gymnops,1BL to 1eBird,,AVIBASE-B02C4DCC,AVIBASE-B02C4DCC,,,
Rhegmatorhina hoffmannsi,Rhegmatorhina hoffmannsi,1BL to 1eBird,,AVIBASE-219B34AC,AVIBASE-219B34AC,,,
Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,1BL to 1eBird,,AVIBASE-64B07D94,AVIBASE-64B07D94,,,
Rheinardia ocellata,Rheinardia nigrescens,1BL to many eBird,,AVIBASE-77CB201D,AVIBASE-6949F1AE,,,
Rheinardia ocellata,Rheinardia ocellata,1BL to many eBird,Subspecies nigrescens is recognized by eBird as Rheinardia nigrescens,AVIBASE-77CB201D,AVIBASE-376C01A5,,,
Rhinocrypta lanceolata,Rhinocrypta lanceolata,1BL to 1eBird,,AVIBASE-415E16C9,AVIBASE-415E16C9,,,
Rhinoplax vigil,Buceros vigil,1BL to 1eBird,,AVIBASE-88CDFD67,AVIBASE-88CDFD67,,,
Rhinopomastus aterrimus,Rhinopomastus aterrimus,1BL to 1eBird,,AVIBASE-9C69D0FD,AVIBASE-9C69D0FD,,,
Rhinopomastus castaneiceps,Phoeniculus castaneiceps,1BL to 1eBird,,AVIBASE-8CC7216A,AVIBASE-8CC7216A,,,
Rhinopomastus cyanomelas,Rhinopomastus cyanomelas,1BL to 1eBird,,AVIBASE-B0DD1318,AVIBASE-B0DD1318,,,
Rhinopomastus minor,Rhinopomastus minor,1BL to 1eBird,,AVIBASE-46847C50,AVIBASE-46847C50,,,
Rhinoptilus bitorquatus,Rhinoptilus bitorquatus,1BL to 1eBird,,AVIBASE-A632F945,AVIBASE-A632F945,,,
Rhinoptilus chalcopterus,Rhinoptilus chalcopterus,1BL to 1eBird,,AVIBASE-F5145338,AVIBASE-F5145338,,,
Rhinoptilus cinctus,Rhinoptilus cinctus,1BL to 1eBird,,AVIBASE-29D50ED5,AVIBASE-29D50ED5,,,
Rhinortha chlorophaea,Rhinortha chlorophaea,1BL to 1eBird,,AVIBASE-75CE1C40,AVIBASE-75CE1C40,,,
Rhipidura albicollis,Rhipidura albicollis,1BL to 1eBird,,AVIBASE-F2074D00,AVIBASE-F2074D00,,,
Rhipidura albiscapa,Rhipidura albiscapa,1BL to 1eBird,,AVIBASE-A98285EB,AVIBASE-A98285EB,,,
Rhipidura albiventris,Rhipidura albiventris,1BL to 1eBird,,AVIBASE-F893CBF6,AVIBASE-F893CBF6,,,
Rhipidura albogularis,Rhipidura albogularis,1BL to 1eBird,,AVIBASE-E12FE273,AVIBASE-E12FE273,,,
Rhipidura albolimbata,Rhipidura albolimbata,1BL to 1eBird,,AVIBASE-56F40883,AVIBASE-56F40883,,,
Rhipidura assimilis,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-283C2BCA,AVIBASE-E16560EF,,,
Rhipidura atra,Rhipidura atra,1BL to 1eBird,,AVIBASE-4A8F6276,AVIBASE-4A8F6276,,,
Rhipidura aureola,Rhipidura aureola,1BL to 1eBird,,AVIBASE-DB7261E9,AVIBASE-DB7261E9,,,
Rhipidura bouruensis,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-46D6706A,AVIBASE-E16560EF,,,
Rhipidura brachyrhyncha,Rhipidura brachyrhyncha,1BL to 1eBird,,AVIBASE-24B205AA,AVIBASE-24B205AA,,,
Rhipidura cinerea,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-49BAF6B7,AVIBASE-E16560EF,,,
Rhipidura cockerelli,Rhipidura cockerelli,Many BL to 1eBird,,AVIBASE-F1A01F97,AVIBASE-8B16299C,,,
Rhipidura coultasi,Rhipidura cockerelli,Many BL to 1eBird,,AVIBASE-0F995883,AVIBASE-8B16299C,,,
Rhipidura cyaniceps,Rhipidura cyaniceps,1BL to 1eBird,,AVIBASE-3A07746B,AVIBASE-3A07746B,,,
Rhipidura dahli,Rhipidura dahli,1BL to 1eBird,,AVIBASE-0FC06F18,AVIBASE-0FC06F18,,,
Rhipidura dedemi,Rhipidura dedemi,1BL to 1eBird,,AVIBASE-AC392612,AVIBASE-AC392612,,,
Rhipidura diluta,Rhipidura diluta,1BL to 1eBird,,AVIBASE-B81C0B31,AVIBASE-B81C0B31,,,
Rhipidura drownei,Rhipidura drownei,Many BL to 1eBird,,AVIBASE-042AEBF1,AVIBASE-93F7EB93,,,
Rhipidura dryas,Rhipidura dryas,1BL to 1eBird,,AVIBASE-9C848425,AVIBASE-9C848425,,,
Rhipidura euryura,Rhipidura euryura,1BL to 1eBird,,AVIBASE-E191588D,AVIBASE-E191588D,,,
Rhipidura fuliginosa,Rhipidura fuliginosa,1BL to 1eBird,,AVIBASE-ACD8630F,AVIBASE-ACD8630F,,,
Rhipidura fuscorufa,Rhipidura fuscorufa,1BL to 1eBird,,AVIBASE-C38375A3,AVIBASE-C38375A3,,,
Rhipidura habibiei,Rhipidura habibiei,1BL to 1eBird,,AVIBASE-F36F6683,AVIBASE-F36F6683,,,
Rhipidura hoedti,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-7C5F3049,AVIBASE-E16560EF,,,
Rhipidura hyperythra,Rhipidura hyperythra,1BL to 1eBird,,AVIBASE-907B59B7,AVIBASE-907B59B7,,,
Rhipidura isura,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-37724110,AVIBASE-E16560EF,,,
Rhipidura javanica,Rhipidura javanica,1BL to 1eBird,,AVIBASE-75B49C25,AVIBASE-75B49C25,,,
Rhipidura kordensis,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-A62D7BB5,AVIBASE-E16560EF,,,
Rhipidura kubaryi,Rhipidura kubaryi,1BL to 1eBird,,AVIBASE-BC458125,AVIBASE-BC458125,,,
Rhipidura layardi,Rhipidura verreauxi,Many BL to 1eBird,,AVIBASE-65DF28AF,AVIBASE-48789752,,,
Rhipidura lepida,Rhipidura lepida,1BL to 1eBird,,AVIBASE-D7D8F728,AVIBASE-D7D8F728,,,
Rhipidura leucophrys,Rhipidura leucophrys,1BL to 1eBird,,AVIBASE-F65B55BD,AVIBASE-F65B55BD,,,
Rhipidura leucothorax,Rhipidura leucothorax,1BL to 1eBird,,AVIBASE-9A6974DC,AVIBASE-9A6974DC,,,
Rhipidura maculipectus,Rhipidura maculipectus,1BL to 1eBird,,AVIBASE-4EB50482,AVIBASE-4EB50482,,,
Rhipidura malaitae,Rhipidura malaitae,1BL to 1eBird,,AVIBASE-9CC5CA8D,AVIBASE-9CC5CA8D,,,
Rhipidura matthiae,Rhipidura matthiae,1BL to 1eBird,,AVIBASE-0B85109C,AVIBASE-0B85109C,,,
Rhipidura melanolaema,Rhipidura rufifrons,Many BL to 1eBird,,AVIBASE-5E8CE787,AVIBASE-296F2AC1,,,
Rhipidura nebulosa,Rhipidura nebulosa,1BL to 1eBird,,AVIBASE-BEA526F9,AVIBASE-BEA526F9,,,
Rhipidura nigritorquis,Rhipidura nigritorquis,1BL to 1eBird,,AVIBASE-7EAC662D,AVIBASE-7EAC662D,,,
Rhipidura nigrocinnamomea,Rhipidura nigrocinnamomea,1BL to 1eBird,,AVIBASE-538988A8,AVIBASE-538988A8,,,
Rhipidura obiensis,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-EBBFEE60,AVIBASE-E16560EF,,,
Rhipidura ocularis,Rhipidura drownei,Many BL to 1eBird,,AVIBASE-F3460FF2,AVIBASE-93F7EB93,,,
Rhipidura opistherythra,Rhipidura opistherythra,1BL to 1eBird,,AVIBASE-8580729E,AVIBASE-8580729E,,,
Rhipidura perlata,Rhipidura perlata,1BL to 1eBird,,AVIBASE-B5A920A2,AVIBASE-B5A920A2,,,
Rhipidura personata,Rhipidura personata,1BL to 1eBird,,AVIBASE-1AA2783D,AVIBASE-1AA2783D,,,
Rhipidura phasiana,Rhipidura phasiana,1BL to 1eBird,,AVIBASE-26934DF7,AVIBASE-26934DF7,,,
Rhipidura phoenicura,Rhipidura phoenicura,1BL to 1eBird,,AVIBASE-30607910,AVIBASE-30607910,,,
Rhipidura rennelliana,Rhipidura rennelliana,1BL to 1eBird,,AVIBASE-4C9913E4,AVIBASE-4C9913E4,,,
Rhipidura rufidorsa,Rhipidura rufidorsa,1BL to 1eBird,,AVIBASE-0C42F446,AVIBASE-0C42F446,,,
Rhipidura rufifrons,Rhipidura rufifrons,Many BL to 1eBird,,AVIBASE-45842708,AVIBASE-296F2AC1,,,
Rhipidura rufilateralis,Rhipidura verreauxi,Many BL to 1eBird,,AVIBASE-2618FA8A,AVIBASE-48789752,,,
Rhipidura rufiventris,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-EB9A19BE,AVIBASE-E16560EF,,,
Rhipidura samarensis,Rhipidura samarensis,1BL to 1eBird,,AVIBASE-B9F9C6EE,AVIBASE-B9F9C6EE,,,
Rhipidura sauli,Rhipidura sauli,1BL to 1eBird,,AVIBASE-D934677B,AVIBASE-D934677B,,,
Rhipidura semirubra,Rhipidura semirubra,1BL to 1eBird,,AVIBASE-0199E134,AVIBASE-0199E134,,,
Rhipidura spilodera,Rhipidura verreauxi,Many BL to 1eBird,,AVIBASE-82A3600C,AVIBASE-48789752,,,
Rhipidura superciliaris,Rhipidura superciliaris,1BL to 1eBird,,AVIBASE-9D0040D1,AVIBASE-9D0040D1,,,
Rhipidura superflua,Rhipidura superflua,1BL to 1eBird,,AVIBASE-7395D6B9,AVIBASE-7395D6B9,,,
Rhipidura tenebrosa,Rhipidura tenebrosa,1BL to 1eBird,,AVIBASE-CDE98086,AVIBASE-CDE98086,,,
Rhipidura tenkatei,Rhipidura rufiventris,Many BL to 1eBird,,AVIBASE-1C3B3EEA,AVIBASE-E16560EF,,,
Rhipidura teysmanni,Rhipidura sp.,1BL to many eBird,Species2 name used in cases where ambiguous locality data prevented match,AVIBASE-F0A35559,AVIBASE-344FC226,,,
Rhipidura teysmanni,Rhipidura sulaensis,1BL to many eBird,,AVIBASE-F0A35559,AVIBASE-93BDF65D,,,
Rhipidura teysmanni,Rhipidura teysmanni,1BL to many eBird,,AVIBASE-F0A35559,AVIBASE-2291DE46,,,
Rhipidura threnothorax,Rhipidura threnothorax,1BL to 1eBird,,AVIBASE-EF534053,AVIBASE-EF534053,,,
Rhipidura verreauxi,Rhipidura verreauxi,Many BL to 1eBird,,AVIBASE-61824029,AVIBASE-48789752,,,
Rhizothera dulitensis,Rhizothera dulitensis,1BL to 1eBird,,AVIBASE-1F5998BC,AVIBASE-1F5998BC,,,
Rhizothera longirostris,Rhizothera longirostris,1BL to 1eBird,,AVIBASE-826B36EC,AVIBASE-826B36EC,,,
Rhodinocichla rosea,Rhodinocichla rosea,1BL to 1eBird,,AVIBASE-358DFBA2,AVIBASE-358DFBA2,,,
Rhodonessa caryophyllacea,Rhodonessa caryophyllacea,1BL to 1eBird,,AVIBASE-8D0294E1,AVIBASE-8D0294E1,,,
Rhodopechys alienus,Rhodopechys sanguineus,Many BL to 1eBird,,AVIBASE-EAF23C54,AVIBASE-B345F82B,,,
Rhodopechys sanguineus,Rhodopechys sanguineus,Many BL to 1eBird,,AVIBASE-7782AD9F,AVIBASE-B345F82B,,,
Rhodophoneus cruentus,Rhodophoneus cruentus,1BL to 1eBird,,AVIBASE-8B8AC14A,AVIBASE-8B8AC14A,,,
Rhodopis vesper,Rhodopis vesper,1BL to 1eBird,,AVIBASE-D3AA7BB0,AVIBASE-D3AA7BB0,,,
Rhodospingus cruentus,Rhodospingus cruentus,1BL to 1eBird,,AVIBASE-4ED9C1DB,AVIBASE-4ED9C1DB,,,
Rhodospiza obsoleta,Rhodospiza obsoleta,1BL to 1eBird,,AVIBASE-FA269911,AVIBASE-FA269911,,,
Rhodostethia rosea,Rhodostethia rosea,1BL to 1eBird,,AVIBASE-4CD353D2,AVIBASE-4CD353D2,,,
Rhopias gularis,Rhopias gularis,1BL to 1eBird,,AVIBASE-C040B92F,AVIBASE-C040B92F,,,
Rhopocichla atriceps,Dumetia atriceps,1BL to 1eBird,,AVIBASE-B517FCCC,AVIBASE-B517FCCC,,,
Rhopophilus albosuperciliaris,Rhopophilus albosuperciliaris,1BL to 1eBird,,AVIBASE-5909DA7E,AVIBASE-5909DA7E,,,
Rhopophilus pekinensis,Rhopophilus pekinensis,1BL to 1eBird,,AVIBASE-4AEBE232,AVIBASE-4AEBE232,,,
Rhopornis ardesiacus,Rhopornis ardesiacus,1BL to 1eBird,,AVIBASE-48150C82,AVIBASE-48150C82,,,
Rhopospina fruticeti,Rhopospina fruticeti,1BL to 1eBird,,AVIBASE-F3A048A6,AVIBASE-F3A048A6,,,
Rhynchocyclus aequinoctialis,Rhynchocyclus olivaceus,Many BL to 1eBird,,AVIBASE-776DE49E,AVIBASE-DF0D4F47,,,
Rhynchocyclus brevirostris,Rhynchocyclus brevirostris,1BL to 1eBird,,AVIBASE-25B7AC2F,AVIBASE-25B7AC2F,,,
Rhynchocyclus fulvipectus,Rhynchocyclus fulvipectus,1BL to 1eBird,,AVIBASE-B8F480C4,AVIBASE-B8F480C4,,,
Rhynchocyclus olivaceus,Rhynchocyclus olivaceus,Many BL to 1eBird,,AVIBASE-5BC79C41,AVIBASE-DF0D4F47,,,
Rhynchocyclus pacificus,Rhynchocyclus pacificus,1BL to 1eBird,,AVIBASE-BD2E79A9,AVIBASE-BD2E79A9,,,
Rhynchophanes mccownii,Rhynchophanes mccownii,1BL to 1eBird,,AVIBASE-61E5A0E3,AVIBASE-61E5A0E3,,,
Rhynchopsitta pachyrhyncha,Rhynchopsitta pachyrhyncha,1BL to 1eBird,,AVIBASE-6D621EA2,AVIBASE-6D621EA2,,,
Rhynchopsitta terrisi,Rhynchopsitta terrisi,1BL to 1eBird,,AVIBASE-277579A3,AVIBASE-277579A3,,,
Rhynchortyx cinctus,Rhynchortyx cinctus,1BL to 1eBird,,AVIBASE-8A792FFC,AVIBASE-8A792FFC,,,
Rhynchospiza stolzmanni,Rhynchospiza stolzmanni,1BL to 1eBird,,AVIBASE-735C98C3,AVIBASE-735C98C3,,,
