"species","iucn.ordinal","max.acad","trend","bl.range.size","range.size","median.abund","hti","mig.distance","ebird.mig.dist","edge.score","sp.dist","gen.field","morph.field"
"Oreonympha_nobilis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chalcostigma_olivaceum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chalcostigma_ruficeps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chalcostigma_herrani",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chalcostigma_heteropogon",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Opisthoprora_euryptera",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Polyonymus_caroli",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Oreotrochilus_cyanolaemus",1,0.1,0.15,1,0.15,0.2,0.2,0.05,3,1,1,1,1
"Oreotrochilus_melanogaster",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Oreotrochilus_stolzmanni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Oreotrochilus_chimborazo",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Oreotrochilus_adela",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Oreotrochilus_estella",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Oreotrochilus_leucopleurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lesbia_nuna",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lesbia_victoriae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphomicron_dorsale",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphomicron_microrhynchum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Sappho_sparganurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aglaiocercus_berlepschi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Aglaiocercus_kingii",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Aglaiocercus_coelestis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Taphrolesbia_griseiventris",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Adelomyia_melanogenys",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_amethysticollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_clarisse",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Heliangelus_spencei",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Heliangelus_exortis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_micraster",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_viola",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_strophianus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_mavors",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliangelus_regalis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phlogophilus_harterti",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phlogophilus_hemileucurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_brachylophus",1,2,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Lophornis_delattrei",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_chalybeus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_pavoninus",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Lophornis_verreauxii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_gouldii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Lophornis_stictolophus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_magnificus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_ornatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_adorabilis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lophornis_helenae",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Discosura_langsdorffi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Discosura_popelairii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Discosura_conversii",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Discosura_longicaudus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Discosura_letitiae",1,0.1,0.15,1,0.15,0.2,0.2,0.05,0.15,0.05,1,0.05,0.05
"Sephanoides_fernandensis",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Sephanoides_sephaniodes",1,0.1,3,0.05,3,4,4,1,3,1,1,1,1
"Coeligena_bonapartei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_helianthea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_consita",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Coeligena_eos",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Coeligena_lutetiae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_orina",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Coeligena_phalerata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_iris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_violifer",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_inca",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Coeligena_torquata",1,0.1,0.15,1,3,4,4,1,3,1,1,1,1
"Coeligena_conradii",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Coeligena_coeligena",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_wilsoni",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coeligena_prunellei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliodoxa_imperatrix",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliodoxa_rubinoides",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliodoxa_jacula",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliodoxa_leadbeateri",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliodoxa_aurescens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliodoxa_rubricauda",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Heliodoxa_branickii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Heliodoxa_gularis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Heliodoxa_xanthogonys",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Heliodoxa_schreibersii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Urochroa_bougueri",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Urochroa_leucura",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ocreatus_addae",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Ocreatus_peruanus",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Ocreatus_underwoodii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Urosticte_benjamini",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Urosticte_ruficrissa",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Boissonneaua_flavescens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Boissonneaua_matthewsii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Boissonneaua_jardini",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ensifera_ensifera",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pterophanes_cyanopterus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aglaeactis_aliciae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aglaeactis_cupripennis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aglaeactis_castelnaudii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aglaeactis_pamela",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Lafresnaya_lafresnayi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eriocnemis_isabellae",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Eriocnemis_nigrivestis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Eriocnemis_vestita",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eriocnemis_mosquera",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eriocnemis_glaucopoides",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Loddigesia_mirabilis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Eriocnemis_cupreoventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eriocnemis_godini",1,0.1,0.15,1,0.15,0.2,0.2,0.05,0.15,0.05,1,0.05,0.05
"Eriocnemis_derbyi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eriocnemis_luciani",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eriocnemis_aline",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Eriocnemis_mirabilis",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Haplophaedia_assimilis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Haplophaedia_aureliae",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Haplophaedia_lugens",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Anthracothorax_prevostii",1,2,3,1,3,4,4,1,3,1,1,1,1
"Anthracothorax_veraguensis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthracothorax_viridigula",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthracothorax_mango",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthracothorax_nigricollis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eulampis_holosericeus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eulampis_jugularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthracothorax_viridis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthracothorax_aurulentus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Anthracothorax_dominicus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chrysolampis_mosquitus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Avocettula_recurvirostris",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Polytmus_milleri",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Polytmus_theresiae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Polytmus_guainumbi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Heliothryx_auritus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliothryx_barroti",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Heliactin_bilophus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Androdon_aequatorialis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Colibri_cyanotus",0.05,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Colibri_thalassinus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Colibri_delphinae",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Colibri_coruscans",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Colibri_serrirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Augastes_lumachella",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Augastes_scutatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Schistes_albogularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Schistes_geoffroyi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Doryfera_johannae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Doryfera_ludovicae",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_aethopygus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_idaliae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_stuarti",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_rupurumii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_squalidus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_longuemareus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_nattereri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_atrimentalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_ruber",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_griseogularis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_striigularis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_anthophilus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_augusti",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_pretrei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_eurynome",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_subochraceus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_koepckeae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_philippii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phaethornis_bourcieri",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_guy",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_yaruqui",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_malaris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_superciliosus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_longirostris",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_mexicanus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_syrmatophorus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phaethornis_hispidus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anopetia_gounellei",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Glaucis_aeneus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Glaucis_dohrnii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Glaucis_hirsutus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Threnetes_niger",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Threnetes_ruckeri",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Threnetes_leucurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ramphodon_naevius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eutoxeres_aquila",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Eutoxeres_condamini",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Florisuga_fusca",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Florisuga_mellivora",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Topaza_pella",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Topaza_pyra",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aegotheles_affinis",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Aegotheles_bennettii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aegotheles_cristatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aegotheles_crinifrons",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Aegotheles_albertisi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Aegotheles_wallacii",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Aegotheles_insignis",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Aegotheles_tatei",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Aegotheles_savesi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Batrachostomus_affinis",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_javensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_chaseni",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_cornutus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_mixtus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_poliolophus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_septimus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_moniliger",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Podargus_papuensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Podargus_strigoides",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Podargus_ocellatus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Rigidipenna_inexpectata",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Batrachostomus_auritus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_harterti",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Batrachostomus_hodgsoni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Batrachostomus_stellatus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Nyctibius_griseus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nyctibius_jamaicensis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nyctibius_leucopterus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Nyctibius_maculosus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Nyctibius_grandis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nyctibius_aethereus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phyllaemulor_bracteatus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Steatornis_caripensis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_clarus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_fossii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_climacurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_europaeus",1,0.1,0.15,1,0.15,0.2,4,0.05,3,1,1,1,1
"Caprimulgus_rufigena",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_fraenatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_longipennis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_vexillarius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_batesi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_madagascariensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_jotaka",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_donaldsoni",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_pectoralis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_poliocephalus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_aegyptius",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_andamanicus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_phalaena",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_macrurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_meesi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_inornatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_atripennis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_indicus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_celebensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_affinis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_griseatus",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Caprimulgus_manillensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_prigoginei",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Caprimulgus_ruficollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_mahrattensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_nubicus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_asiaticus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_pulchellus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_eximius",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Caprimulgus_tristigma",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Caprimulgus_solala",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Caprimulgus_concretus",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Caprimulgus_natalensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Caprimulgus_stellatus",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Veles_binotatus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Chordeiles_acutipennis",1,2,0.15,1,3,4,4,1,3,1,1,1,1
"Chordeiles_rupestris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chordeiles_gundlachii",1,2,3,1,3,4,4,0.05,3,1,1,1,1
"Chordeiles_minor",1,2,3,1,3,4,4,1,3,1,1,1,1
"Chordeiles_nacunda",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chordeiles_pusillus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_arizonae",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_saturatus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_noctitherus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_vociferus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Antrostomus_cubanensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_ekmani",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Antrostomus_carolinensis",1,2,3,1,3,4,4,1,3,1,1,1,1
"Antrostomus_rufus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_salvini",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Antrostomus_ridgwayi",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Antrostomus_badius",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phalaenoptilus_nuttallii",1,2,3,1,3,4,4,1,3,1,1,1,1
"Nyctiphrynus_ocellatus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nyctiphrynus_yucatanicus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nyctiphrynus_mcleodii",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Nyctiphrynus_rosenbergi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Siphonorhis_americana",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,0.05,0.05,0.05
"Siphonorhis_brewsteri",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hydropsalis_climacocerca",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hydropsalis_torquata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hydropsalis_cayennensis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Macropsalis_forcipata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Hydropsalis_maculicaudus",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Eleothreptus_anomalus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Eleothreptus_candicans",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Systellura_decussata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Systellura_longirostris",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Setopagis_heterura",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Setopagis_parvula",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
